px(1, true)   py(1, true)   pz(1, true)   E(1, true)  px(2, true)   py(2, true)   pz(2, true)   E(2, true)   px(1)   py(1)   pz(1)   E(1)  px(2)   py(2)   pz(2)   E(2)
-9.73567     20.3513     296.676     297.572     92.2668     43.9243     324.725     340.458     -0.0112667     0.023607     0.85858     0.858979     -0.0235288     0.00691849     0.678948     0.67939
8.53861     10.663     9.23168     17.1718     90.2707     -51.9514     635.757     644.249     0.00304186     -0.0105449     0.01962     0.0224809     -0.0106028     -0.00171489     0.207743     0.208021
123.928     15.1249     71.6354     144.02     -8.28652     13.2897     52.3698     54.8718     -0.0197133     -0.0280727     -285.162     285.162     -0.00938843     6.16695e-06     3.92166     3.92168
-36.566     -3.7348     137.891     142.787     10.9377     -102.635     170.257     199.158     0.0260238     -0.0210188     -45.3621     45.3621     -0.00218768     -0.00653437     1.23044     1.23046
-0.0255936     -49.5181     92.361     104.908     -21.599     -62.8885     -10.8854     67.55     -0.00385899     0.011274     -2.84498     2.845     -0.00390558     0.00254927     0.00772047     0.00901986
79.7258     -51.7066     507.426     516.27     23.7138     41.8005     205.913     211.501     -0.0187556     -0.016025     0.349275     0.350145     -0.00550959     -0.0156407     -14.4218     14.4218
30.1569     112.59     -162.161     199.763     -0.514933     -0.193042     13.1747     14.0327     0.010276     -0.0104817     -0.0534223     0.0554022     -0.00200519     0.00137494     41.0416     41.0416
25.3622     -81.7136     -6.80672     85.9636     32.737     -4.43514     -69.712     77.2928     -0.00831318     0.00895659     0.522498     0.52264     0.0111431     -0.00371408     -6.9556     6.95561
-77.9593     41.9258     40.1624     97.3215     8.32709     52.6378     89.0557     103.894     -0.0149585     -0.0287143     218.003     218.003     -0.00164767     -0.0284643     0.0172459     0.0333219
-115.995     22.9041     -57.1063     131.391     18.7398     8.67679     -27.7185     34.8973     -0.00645359     0.0122928     -0.853118     0.853231     0.00758715     -0.00824027     26.0574     26.0574
83.1198     13.8152     -42.5295     94.5069     22.4782     28.8061     43.5447     57.046     0.0262428     -0.0121031     -0.0533214     0.0606493     0.0146745     0.00935398     -0.0391625     0.0428549
-30.4782     70.2105     -288.313     298.339     -64.8892     -23.3813     -243.433     253.061     0.0297091     0.0314383     -36.5987     36.5987     0.00654979     -0.0245606     17.5833     17.5833
-70.1013     -35.0941     491.474     497.711     -30.0784     50.2501     637.867     640.568     0.00900534     -0.00374925     -0.893888     0.893941     0.00519066     0.00627033     0.0333392     0.0343185
-37.6     -21.3524     -65.4953     78.628     -45.0155     91.8624     -226.103     248.215     -0.013032     -0.0155546     0.2001     0.201127     -0.00400112     0.00208832     -0.00324084     0.00555636
-44.8178     -81.1031     178.571     201.239     5.84522     -29.3809     299.526     301.059     -0.0111381     0.0266903     -4.45915     4.45924     -0.0175461     -0.00881366     -0.177405     0.178489
43.9161     125.47     -373.351     396.34     8.52648     -19.2464     -48.2496     52.8601     0.0115388     -0.0160192     -0.130247     0.131735     -0.0151389     0.00540922     -0.01805     0.0241712
2.41461     -16.6685     9.41759     19.8847     -94.8547     76.992     -70.1982     140.982     -0.0163848     -0.00602806     1.18828     1.18841     0.00504725     0.00258595     -0.00177455     0.0059423
43.2905     18.9479     -91.1805     102.811     -3.66512     74.055     -484.887     490.547     0.0166819     0.0131684     3.71282     3.71288     0.00859269     0.00561115     2.70361     2.70363
5.03777     -12.4596     -5.76988     15.3933     -10.1197     115.9     132.675     176.525     -0.0146726     -0.0140174     -0.29301     0.293711     -0.00157232     0.00395231     0.0562394     0.0564001
-48.7669     -48.6211     -139.257     155.428     -25.2082     -40.5569     4.8872     48.2415     -0.0413164     -0.00224722     0.0106362     0.0427226     -0.022691     -0.0260597     -0.169291     0.172782
-75.3081     -49.659     -460.93     469.699     -31.7562     9.92096     -33.3006     47.3166     0.0327827     -0.0273177     -0.386845     0.389191     -0.0242491     -0.0105741     -0.0463011     0.0533256
2.77245     106.184     328.568     345.344     -10.3074     7.1501     334.665     334.935     0.0441059     -0.00146623     -9.7598     9.7599     0.015717     0.0109058     -37.8692     37.8692
-32.805     71     131.577     153.143     -51.8647     -1.56322     12.4478     53.5759     -0.000113241     0.0208618     -61.8232     61.8232     -0.0119593     -0.00783907     0.0277551     0.0312221
-96.3291     -44.7734     -31.9213     111.022     -7.74763     23.3931     -50.8949     56.7503     0.0185361     0.00272089     -0.970193     0.970373     0.00403813     -0.014595     290.39     290.39
7.73254     31.4178     51.8291     61.2875     67.9969     38.0364     -30.2389     83.7125     -0.0166583     0.0292549     -76.2948     76.295     0.0237255     -0.0203677     0.206897     0.209246
10.9266     24.9821     104.747     108.344     -121.551     20.91     231.919     262.719     0.0270053     0.00891585     6.02912     6.02919     -0.0100226     0.000916099     -0.47374     0.473847
-25.5095     94.6687     -17.2823     99.6725     -15.0929     16.1503     55.096     59.5587     0.0156081     0.00748248     62.0789     62.079     -0.0152729     -0.00798748     -0.0799116     0.0817491
36.4256     2.79973     55.2431     66.4041     -2.41504     -98.9359     49.8281     110.905     -0.023969     0.00535194     -387.379     387.379     -0.0239147     -0.00454816     0.932717     1.05559
21.9945     5.5388     -22.8843     32.5755     81.4077     -31.9352     99.4189     132.492     -0.0306895     -0.0285118     -1.22066     1.22138     0.0112203     0.0356725     9.48827     9.48937
-86.6917     -40.1976     78.724     123.902     18.371     -40.2939     78.5293     90.2828     -0.00887402     -0.00923506     0.00226257     0.0130059     0.00358634     -0.00321435     0.0316105     0.0319753
-75.7945     83.0302     27.2141     115.769     25.2518     4.16828     -8.60837     27.4258     0.0225923     0.00369238     0.0121497     0.0259164     -0.00632374     0.00251023     5.05506     5.05506
22.7637     -93.2415     -114.287     149.321     -27.1603     -23.4276     -170.323     174.125     -0.00876515     0.0373537     -8.90591     8.90599     -0.00781816     -0.00580123     -0.0805478     0.081134
48.6611     -10.8666     112.861     123.477     -3.72637     -82.9432     65.0092     105.559     -0.0100877     -0.0279006     -0.0069155     0.0304635     0.0037339     -0.0103039     -22.541     22.541
8.02329     -32.8353     -15.0365     37.305     -62.0825     -56.2104     98.8884     129.676     0.0109171     -0.0393001     -6.26549     6.26562     -0.00293531     0.00463951     0.0935193     0.0936803
-74.3999     -34.6594     -632.006     637.331     -34.3936     17.2943     -67.7807     78.0978     0.00570451     -0.0272906     -42.0386     42.0386     -0.00105449     0.0249782     -20.6035     20.6035
-47.2255     -91.7873     -230.444     252.553     38.8735     -22.5014     -166.905     172.91     -0.019533     0.00790214     57.0701     57.0701     -0.0172385     0.00371075     -0.306574     0.307081
-74.8204     -3.69585     -17.0672     76.981     -31.257     -18.5049     71.2566     80.1247     0.0519864     -0.0181041     -0.253285     0.259198     0.0246543     0.0178633     -0.211495     0.213675
18.2434     -12.8452     124.535     126.609     -19.6825     124.199     493.631     509.418     0.00679279     0.017235     -0.0355044     0.0400469     -0.0140472     -0.00793434     1.54833     1.54842
5.20939     -91.7889     391.936     402.603     -6.52928     -14.9864     582.958     583.207     0.0448063     0.0140309     -0.115848     0.125001     0.0275943     0.0030982     3.93931     3.9394
55.7959     76.5069     204.87     225.746     -41.2552     25.6666     112.991     123.089     -0.0186787     0.00594108     239.021     239.021     -0.00577572     -0.00571901     -7.9733     7.97331
82.3496     70.4898     -74.1072     131.397     18.9188     -33.2891     -27.485     47.3767     0.0109219     0.032477     0.0314441     0.0465056     -0.0227312     0.000455341     -20.6279     20.6279
-1.51804     44.7344     159.122     165.367     -71.4434     34.2466     65.0904     102.649     -0.0177829     -0.037393     0.0221665     0.0469662     0.0119122     0.00361335     0.0469257     0.0485487
-25.7717     -24.4086     76.8996     84.8325     91.2086     -53.8127     166.644     197.505     -0.0227077     -0.0476033     0.174373     0.182175     0.0232633     0.0101029     -19.6846     19.6846
25.9183     -74.8317     -172.369     189.752     55.2156     8.04376     -46.3337     72.6864     -0.0207677     -0.0105953     0.266038     0.267057     0.000814834     0.00188628     -0.00307333     0.00369694
26.4635     30.7899     -340.857     343.3     62.5093     21.106     -96.3466     116.87     -0.010831     0.0117822     2.57852     2.57857     0.00110658     -0.0104356     0.913382     0.913443
18.0962     88.6443     -382.359     392.946     -40.1635     21.5764     -69.1198     82.9411     0.00298164     -0.0171194     -0.00191819     0.0174826     -0.0055211     -0.00219564     -0.0137195     0.140368
10.5366     -16.4959     30.6462     36.6792     87.5437     46.6692     -39.4679     106.877     -0.0148141     -0.0148186     0.631729     0.632076     -0.00118239     0.0181417     -5.2226     5.22263
31.8092     0.852784     94.6119     99.935     -10.6571     -100.969     721.283     728.409     0.0355891     0.0381994     -0.0609627     0.0802635     0.00191822     0.0484631     -27.1576     27.158
38.975     -60.0841     15.6966     73.475     45.9007     -9.63101     115.346     124.609     0.0131189     -0.0275705     0.581589     0.582389     0.0216363     -0.0128927     0.0193533     0.143139
-93.9256     53.6011     671.025     679.701     17.9352     15.3845     51.0708     56.4767     0.00908976     0.0304737     -0.0399997     0.148631     -0.0222939     0.00905434     -57.9944     57.9944
-67.7276     23.0612     -27.0863     76.6522     -44.3739     -39.1469     -121.618     135.335     0.0223923     -0.00978957     34.0633     34.0633     0.00927991     0.00964231     55.9662     55.9662
4.41374     -4.73809     -9.95171     12.8065     -91.1102     72.2315     165.244     202.107     -0.00148868     0.00826799     -0.206367     0.249274     0.00228851     0.000113295     -0.0937474     0.0937754
-29.2512     -122.906     -89.917     155.144     -11.7749     19.0166     -9.65313     24.8294     0.0231521     0.00964066     4.84605     4.84612     0.0098679     0.0126324     3.29898     3.29902
55.9024     52.3731     -10.276     77.438     -31.2424     50.2278     38.2684     70.6147     0.0050025     0.0451307     13.4492     13.4493     -0.0244642     -0.00126598     4.96272     4.96278
