px(Higgs)  py(Higgs)  pz(Higgs)  energ(Higgs)  masa(Higgs)  px(cest_1)  py(cest_1)  pz(cest_1)  energ(cest_1)  masa(cest_1)  px(cest_2)  py(cest_2)  pz(cest_2)  energ(cest_2)  masa(cest_2)
-583.186     1057.67     561.744     1337.89     125.003     -454.182     800.358     483.624     1039.6     4.8     -129.004     257.316     78.1195     298.294     4.8
209.497     -1181.81     -397.721     1270.58     125     20.1298     -26.5572     1.49639     33.7012     4.8     189.367     -1155.25     -399.217     1236.88     4.8
1183.06     -283.802     -1255.74     1752.9     124.992     254.055     -97.9691     -335.666     432.246     4.8     929.008     -185.832     -920.069     1320.66     4.8
-73.7337     1202.45     -1203.05     1707.13     125     -27.4332     980.345     -924.021     1347.47     4.8     -46.3005     222.109     -279.028     359.66     4.8
1207.84     -53.5589     -251.917     1241.31     125.001     702.72     -73.808     -191.956     732.211     4.8     505.123     20.2491     -59.9609     509.095     4.8
1036     -612.681     -580.582     1342.15     124.998     1026.06     -587.985     -572.717     1313.98     4.8     9.94442     -24.696     -7.86479     28.1723     4.8
1152.8     375.643     -3186.6     3411.76     124.999     688.817     287.759     -1930.06     2069.4     4.8     463.985     87.8835     -1256.54     1342.36     4.8
247.859     -1190.29     -1051.95     1612.59     124.998     76.3505     -349.799     -386.871     527.144     4.8     171.509     -840.491     -665.079     1085.45     4.8
-632.625     1043.37     -132.511     1233.7     125.002     -128.14     263.864     13.9194     293.702     4.8     -504.485     779.508     -146.43     940.002     4.8
-696.056     -999.217     -701.717     1411.01     124.997     -679.924     -990.107     -703.222     1391.82     4.8     -16.1323     -9.11036     1.50498     19.1978     4.8
750.657     943.993     1522.85     1946.61     124.998     322.099     498.415     709.786     925.194     4.8     428.558     445.579     813.063     1021.42     4.8
587.139     1064.32     -17.3564     1222.07     125.024     197.387     389.907     51.5205     440.075     4.8     389.752     674.418     -68.8769     781.993     4.8
552.997     1077.02     617.126     1364.64     124.998     330.055     648.019     301.642     787.321     4.8     222.942     429.005     315.484     577.323     4.8
-744.093     967.2     -1029.1     1601.2     125     -286.749     315.982     -423.295     601.059     4.8     -457.344     651.217     -605.807     1000.14     4.8
-464.224     1112.45     619.986     1361.27     125     -161.447     491.892     318.236     607.717     4.8     -302.777     620.563     301.75     753.557     4.8
-442.351     -1126.39     475.081     1306.04     125     -182.307     -311.568     152.708     391.986     4.8     -260.044     -814.82     322.373     914.058     4.8
-454.636     1121.19     -377.077     1273.41     124.999     -433.193     1047.82     -382.508     1196.63     4.8     -21.443     73.37     5.43061     76.7821     4.8
-863.237     -837.302     1171.51     1683.54     125     -381.069     -330.355     415.445     653.426     4.8     -482.167     -506.948     756.067     1030.12     4.8
1192.9     -159.459     -932.357     1527.54     125.01     943.541     -105.381     -791.3     1235.94     4.8     249.364     -54.0778     -141.057     291.594     4.8
-812.471     -898.662     -1463.96     1904.34     125.003     -586.339     -715.141     -1067.28     1412.21     4.8     -226.133     -183.521     -396.675     492.128     4.8
624.548     1037.61     824.356     1470.33     124.989     613.935     1022.21     826.586     1450.89     4.8     10.6132     15.4056     -2.23033     19.4418     4.8
-464.857     -1121.17     662.186     1388.25     125.014     -345.86     -818.864     420.876     983.523     4.8     -118.997     -302.307     241.309     404.725     4.8
-1070.68     -586.127     669.387     1397.72     124.997     -504.744     -268.012     243.246     621.119     4.8     -565.938     -318.115     426.141     776.596     4.8
404.321     -1148.75     -27.4535     1224.53     125     195.446     -659.602     -66.6718     691.189     4.8     208.875     -489.145     39.2183     533.341     4.8
1060.36     597.394     1003.76     1582.53     124.998     267.752     192.082     218.175     395.234     4.8     792.61     405.312     785.58     1187.29     4.8
-801.63     893.845     1123.89     1649.34     125.001     -686.218     697.201     934.672     1353     4.8     -115.411     196.644     189.216     296.335     4.8
-169.309     -1202.61     -348.449     1269.63     124.999     4.79049     -252.331     -40.5956     255.666     4.8     -174.099     -950.276     -307.853     1013.97     4.8
-949.666     -755.567     -361.587     1272.45     124.999     -523.491     -380.684     -134.658     661.15     4.8     -426.175     -374.883     -226.929     611.296     4.8
-1097.05     -521.409     -202.173     1237.69     125.003     -455.142     -161.54     -44.1107     484.992     4.8     -641.907     -359.869     -158.062     752.7     4.8
1056.83     609.144     -285.288     1258.95     125.002     611.277     331.727     -223.043     730.393     4.8     445.551     277.418     -62.2448     528.558     4.8
-832.939     888.657     4.28592     1224.4     125.001     -279.094     216.01     -5.84475     353.003     4.8     -553.846     672.647     10.1307     871.392     4.8
517.704     1084.01     -693.32     1392.63     125     112.078     216.754     -85.775     258.697     4.8     405.626     867.255     -607.545     1133.93     4.8
-569.321     -1062.07     -2283.07     2584.6     125.005     -8.63938     -78.526     -137.415     158.578     4.8     -560.682     -983.548     -2145.65     2426.02     4.8
-555.317     -1085.51     38.2718     1226.3     125.001     -111.123     -156.293     41.8802     196.349     4.8     -444.193     -929.222     -3.60834     1029.95     4.8
1206.87     -124.258     287.642     1253.13     125.003     738.387     -16.1838     161.058     755.937     4.8     468.48     -108.074     126.584     497.192     4.8
-1189.61     263.499     -523.436     1332     124.999     -934.927     177.354     -360.651     1017.66     4.8     -254.686     86.1451     -162.785     314.337     4.8
616.71     1043.5     882.544     1504.57     124.987     396.926     682.186     646.295     1020.12     4.8     219.783     361.317     236.249     484.45     4.8
717.232     -969.982     651.153     1376.56     125.002     540.881     -765.424     558.206     1090.89     4.8     176.35     -204.558     92.947     285.667     4.8
-26.4312     1199.65     -813.178     1454.9     125.018     -38.3234     199.376     -100.1     226.412     4.8     11.8922     1000.28     -713.078     1228.49     4.8
943.216     -746.761     258.764     1236.9     125.106     101.963     -81.4858     68.9767     147.707     4.8     841.253     -665.275     189.787     1089.19     4.8
399.571     1131.72     -401.658     1271.77     124.996     247.461     528.238     -169.07     607.355     4.8     152.11     603.481     -232.588     664.415     4.8
1005.63     662.593     726.029     1411.76     124.998     528.891     341.641     451.674     774.905     4.8     476.74     320.952     274.355     636.855     4.8
961.092     -721.98     1237.08     1729.44     124.998     5.21982     4.06922     8.90706     12.0905     4.8     955.872     -726.049     1228.18     1717.35     4.8
1104.56     -468.449     -284.593     1239.4     125     1013.57     -461.077     -278.265     1147.76     4.8     90.9957     -7.37196     -6.32814     91.6387     4.8
-110.357     -1196.53     696.187     1394.33     124.999     -79.1082     -1042.11     647.148     1229.26     4.8     -31.2484     -154.413     49.0386     165.069     4.8
-111.483     -1203.48     611.29     1360.19     125.036     -98.5569     -954.475     538.763     1100.47     4.8     -12.9258     -249.009     72.5271     259.722     4.8
-1036.56     -636.394     -97.6264     1226.63     125.001     -51.5181     -48.803     -31.3224     77.7173     4.8     -985.045     -587.591     -66.304     1148.91     4.8
411.677     1141.97     1851.88     2217.8     125.02     131.852     548.621     849.059     1019.46     4.8     279.825     593.346     1002.82     1198.35     4.8
176.495     -1200.46     -117.736     1225.46     125.003     194.019     -1075.88     -117.659     1099.56     4.8     -17.5238     -124.578     -0.0768167     125.896     4.8
186.284     -1185.73     78.3733     1209.31     125.003     89.253     -752.806     -3.63347     758.102     4.8     97.0313     -432.922     82.0067     451.203     4.8
1080.64     -532.974     -1219.63     1719     124.989     600.792     -349.344     -645.278     948.366     4.8     479.845     -183.63     -574.349     770.63     4.8
961.813     742.569     -63.6058     1223.18     125     768.954     578.922     -99.527     967.662     4.8     192.859     163.647     35.9211     255.516     4.8
766.375     -942.378     345.847     1269.11     124.999     471.645     -497.315     228.883     722.621     4.8     294.73     -445.064     116.964     546.49     4.8
1127.75     -429.935     -43.868     1214.17     125     847.615     -369.573     -63.6767     926.884     4.8     280.135     -60.3619     19.8087     287.289     4.8
425.166     1126.72     -286.724     1244.23     124.986     105.256     227.13     -11.8747     250.661     4.8     319.91     899.591     -274.85     993.565     4.8
869.205     -854.495     -110.955     1230.29     125.001     633.192     -641.68     -28.5631     901.956     4.8     236.013     -212.815     -82.392     328.335     4.8
873.335     835.098     -1108.07     1644.24     125.004     153.878     87.8527     -173.103     247.758     4.8     719.457     747.245     -934.964     1396.49     4.8
477.949     -1102.9     624.654     1360.38     125.003     128.178     -434.376     206.859     497.922     4.8     349.771     -668.522     417.796     862.461     4.8
-99.4694     -1214.85     15.7833     1225.41     124.999     0.671403     -431.409     -41.96     433.472     4.8     -100.141     -783.443     57.7433     791.94     4.8
1208.48     92.0232     3495.95     3702.19     125.001     682.903     79.501     1810.95     1937.07     4.8     525.574     12.5222     1685     1765.11     4.8
-1105.56     -498.605     2037.4     2374.35     124.997     -217.215     -110.194     320.289     402.41     4.8     -888.349     -388.411     1717.12     1971.94     4.8
-114.728     1198.45     526.75     1320.06     125.011     10.2746     17.6302     20.1375     29.068     4.8     -125.002     1180.82     506.612     1290.99     4.8
908.472     812.223     776.91     1450.6     124.993     218.229     132.049     140.572     291.281     4.8     690.243     680.174     636.338     1159.32     4.8
-715.86     -982.994     -10.8044     1222.49     124.994     -625.438     -858.327     -50.9611     1063.26     4.8     -90.4221     -124.667     40.1567     159.228     4.8
1084.92     551.681     31.4226     1223.93     124.999     956.433     508.476     61.6751     1084.96     4.8     128.486     43.2052     -30.2524     138.973     4.8
844.228     -871.997     327.198     1263.24     124.998     271.313     -302.263     51.1969     409.412     4.8     572.915     -569.734     276.001     853.831     4.8
-72.3261     1206.39     1286.63     1769.64     125.003     -76.4506     1193.38     1284.57     1755.04     4.8     4.1245     13.0026     2.05803     14.6066     4.8
-1211.74     14.6587     -30.0049     1218.63     125.014     -365.028     56.2935     -33.3212     370.875     4.8     -846.715     -41.6348     3.31632     847.758     4.8
-1200.27     -147.897     -917.249     1522.99     125     -118.816     -28.3754     -139.854     185.754     4.8     -1081.45     -119.522     -777.395     1337.23     4.8
832.147     884.981     -731.192     1423.35     125     356.088     338.973     -360.048     609.393     4.8     476.058     546.008     -371.143     813.958     4.8
1177.38     -283.703     594.614     1354.95     124.998     254.986     -106.514     167.088     322.962     4.8     922.392     -177.189     427.526     1031.99     4.8
-1059.61     -572.948     -381.192     1269.64     124.998     -505.649     -257.72     -116.068     579.306     4.8     -553.964     -315.228     -265.124     690.332     4.8
-635.927     -1030.63     -1405.9     1859.78     125.001     -328.868     -564.153     -665.714     932.535     4.8     -307.059     -466.479     -740.182     927.243     4.8
-487.395     1116.68     -1053.09     1615.29     125.003     -74.5398     115.477     -78.6102     158.41     4.8     -412.855     1001.2     -974.483     1456.88     4.8
-315.709     1164.03     452.171     1294.11     124.999     -294     889.307     360.668     1003.7     4.8     -21.7091     274.727     91.5029     290.417     4.8
926.71     791.779     -842.859     1487.19     125     37.7907     59.5246     -26.3369     75.4188     4.8     888.919     732.255     -816.522     1411.77     4.8
-1183.17     -237.079     507.373     1314.97     125.004     -701.606     -81.2351     274.119     757.637     4.8     -481.563     -155.844     233.255     557.334     4.8
853.887     852.144     3761.19     3951.89     125     355.1     330.786     1707.66     1775.29     4.8     498.787     521.359     2053.53     2176.61     4.8
-1217.32     -89.2463     2761.06     3021.4     125     -128.752     28.1476     314.096     340.659     4.8     -1088.57     -117.394     2446.96     2680.74     4.8
755.57     -957.679     918.254     1531.94     125.004     627.303     -801.059     820.55     1307.11     4.8     128.267     -156.619     97.7037     224.836     4.8
203.89     -1191.93     -51.1494     1216.76     124.999     80.1007     -779.418     -4.69723     783.552     4.8     123.789     -412.511     -46.4522     433.209     4.8
-937.167     -761.588     -191.014     1228.99     124.999     -79.4271     -62.6708     -51.9527     113.835     4.8     -857.74     -698.917     -139.062     1115.15     4.8
-806.598     892.322     -240.154     1232.94     125.006     -754.371     789.151     -237.045     1117.16     4.8     -52.2267     103.171     -3.10886     115.778     4.8
564.169     1074.74     878.657     1503.67     124.998     134.184     380.632     299.834     502.802     4.8     429.985     694.109     578.823     1000.87     4.8
-1153.99     366.187     326.83     1260.25     125.007     -581.74     124.927     133.592     609.835     4.8     -572.245     241.26     193.238     650.411     4.8
788.016     916.607     -1137.99     1664.87     125     537.406     684.205     -871.4     1231.38     4.8     250.609     232.402     -266.589     433.484     4.8
995.051     679.294     1153.12     1672.39     124.998     989.115     656.857     1126.01     1636.38     4.8     5.93592     22.437     27.1122     36.0106     4.8
1101.04     -515.571     -1402.38     1860.22     124.999     630.472     -256.108     -705.796     980.437     4.8     470.572     -259.463     -696.588     879.783     4.8
-1107.87     473.723     2106.39     2429.88     125     -776.207     385.445     1453.72     1692.45     4.8     -331.661     88.2777     652.67     737.423     4.8
-1209.82     -26.898     -1202.71     1710.71     125     -720.622     44.2186     -729.128     1026.11     4.8     -489.198     -71.1166     -473.58     684.597     4.8
-1032.19     640.141     -214.358     1239.67     124.997     -876.046     529.851     -224.567     1048.17     4.8     -156.145     110.289     10.2084     191.5     4.8
-1202.87     83.4747     -455.757     1295.07     125.001     -897.097     39.2964     -390.831     979.336     4.8     -305.774     44.1783     -64.9253     315.734     4.8
-1195.59     229.741     881.088     1508.03     124.998     -857.172     168.412     561.167     1038.29     4.8     -338.422     61.3291     319.921     469.748     4.8
-607.463     1040.47     62.437     1212.9     125.001     -311.788     472.077     -24.5575     566.299     4.8     -295.675     568.397     86.9945     646.598     4.8
-163.433     -1202     -654.008     1383.79     125.005     17.908     -69.9995     -49.6583     87.8044     4.8     -181.341     -1132     -604.35     1295.99     4.8
1155.08     389.64     -891.447     1515.36     124.997     619.932     223.447     -556.365     862.444     4.8     535.143     166.194     -335.082     652.917     4.8
-944.737     741.447     663.874     1377.91     125.003     -485.647     320.351     366.172     687.446     4.8     -459.091     421.095     297.702     690.46     4.8
840.102     859.481     -1940.54     2286     124.985     774.595     797.321     -1723.83     2051.18     4.8     65.5071     62.1601     -216.712     234.823     4.8
-893.314     -828.202     -708.554     1414.78     124.999     -37.3908     -76.0495     -56.1406     101.766     4.8     -855.923     -752.152     -652.413     1313.01     4.8
892.619     -813.752     983.754     1562.8     125.001     664.422     -671.831     786.886     1229.64     4.8     228.197     -141.921     196.868     333.16     4.8
-910.11     797.005     200.873     1232.68     124.989     -108.528     51.1395     3.64799     120.125     4.8     -801.582     745.865     197.225     1112.55     4.8
1057.75     -583.904     1087.1     1630.09     124.993     361.294     -215.666     457.495     621.586     4.8     696.461     -368.238     629.605     1008.51     4.8
154.618     1197.52     1190.32     1700.13     124.996     44.6127     408.445     488.927     638.663     4.8     110.006     789.073     701.395     1061.47     4.8
-796.029     -923.635     561.24     1348.1     125.001     -696.679     -800.027     531.963     1186.77     4.8     -99.3493     -123.608     29.2776     161.336     4.8
-549.584     -1073.84     -357.725     1264.42     124.992     -177.309     -450.668     -183.307     517.846     4.8     -372.275     -623.17     -174.418     746.575     4.8
-33.7873     1203.04     1503.67     1930.05     124.996     41.8117     699.515     865.852     1113.91     4.8     -75.599     503.528     637.821     816.146     4.8
528.661     1086.44     1206.36     1711.94     125     105.602     122.577     171.191     235.598     4.8     423.06     963.859     1035.17     1476.34     4.8
-1108.79     470.69     -2134.51     2454.12     124.998     -862.742     390.043     -1764.57     2002.55     4.8     -246.051     80.6467     -369.933     451.573     4.8
1173.23     262.956     112.263     1214.02     124.999     911.246     255.316     99.547     951.571     4.8     261.984     7.63962     12.7162     262.447     4.8
-876.353     -821.08     -746.999     1419.79     125.002     -304.906     -362.828     -266.441     543.715     4.8     -571.447     -458.252     -480.558     876.074     4.8
502.38     1103.53     348.587     1267.8     124.994     71.7314     227.195     110.88     262.832     4.8     430.649     876.337     237.707     1004.96     4.8
1157.89     -374.053     717.82     1418.28     125.005     853.669     -220.634     495.575     1011.46     4.8     304.223     -153.419     222.245     406.823     4.8
-122.999     1206.79     1145.3     1672.96     124.992     -35.7953     893.475     839.303     1226.39     4.8     -87.2037     313.312     305.997     446.571     4.8
-1183.75     220.859     -861.412     1485.83     125     -142.82     68.6701     -119.188     198.348     4.8     -1040.93     152.189     -742.224     1287.49     4.8
409.648     1131.65     193.672     1225.38     125     15.1622     61.9404     38.7419     74.7695     4.8     394.485     1069.71     154.93     1150.61     4.8
-1177.07     -232.528     -66.2007     1208.13     124.999     -24.955     0.698325     15.5375     29.7942     4.8     -1152.12     -233.226     -81.7383     1178.34     4.8
-663.513     1007.03     1110.76     1644.33     125.18     -261.689     297.06     389.809     555.608     4.8     -401.823     709.97     720.954     1088.72     4.8
-1088.42     517.634     -459.413     1295.87     125.002     -460.148     257.975     -146.701     547.568     4.8     -628.268     259.659     -312.712     748.302     4.8
-1204.11     35.9768     -1607.17     2012.41     124.999     -138.156     39.2749     -224.122     266.24     4.8     -1065.96     -3.29813     -1383.05     1746.17     4.8
1062.65     577.983     515.742     1320.95     125     859.466     453.916     465.011     1077.49     4.8     203.188     124.066     50.7315     243.464     4.8
1011.86     672.74     -660.766     1388.77     125.001     814.589     596.066     -559.622     1154.14     4.8     197.276     76.6741     -101.144     234.627     4.8
-1049.01     606.528     306.23     1256.07     125.007     -541.063     258.245     192.94     629.833     4.8     -507.947     348.282     113.29     626.233     4.8
-1189.88     186.64     -383.506     1270.18     125.004     -16.1441     7.99461     -22.5478     29.2573     4.8     -1173.73     178.645     -360.958     1240.92     4.8
-1216.08     81.1484     2519.54     2801.64     124.999     -153.354     -19.051     256.905     299.839     4.8     -1062.73     100.199     2262.64     2501.8     4.8
985.502     699.375     -453.6     1296.81     125.002     442.446     239.708     -198.487     540.961     4.8     543.056     459.667     -255.113     755.85     4.8
767.534     -941.035     540.618     1335.12     125     241.791     -323.06     241.958     470.529     4.8     525.743     -617.975     298.66     864.592     4.8
-1062.02     562.188     1034.32     1590.41     124.997     -361.399     218.907     436.178     607.292     4.8     -700.623     343.281     598.146     983.116     4.8
330.78     1160.77     1138.12     1663.65     125     58.8275     210.332     143.922     261.604     4.8     271.953     950.439     994.197     1402.05     4.8
-874.647     819.859     -463.773     1291.46     124.97     -874.947     811.475     -466.723     1281.36     4.8     0.300386     8.38374     2.95072     10.1056     4.8
-987.163     -706.322     -1174.32     1693.53     125.012     -827.324     -630.251     -1044.11     1473.72     4.8     -159.839     -76.0703     -130.218     219.806     4.8
-281.625     1180.89     -77.5981     1222.89     124.996     -86.4614     242.867     -59.3889     264.594     4.8     -195.163     938.023     -18.2092     958.296     4.8
535.636     1086.36     951.744     1545.48     125.002     225.859     394.687     425.713     622.932     4.8     309.777     691.671     526.032     922.553     4.8
-22.88     1207.91     -206.411     1231.99     124.999     41.0506     656.487     -143.917     673.347     4.8     -63.9306     551.427     -62.4938     558.648     4.8
-1109.47     -504.571     1310.92     1794.33     124.995     -817.358     -311.75     955.694     1295.62     4.8     -292.108     -192.821     355.222     498.711     4.8
-1212.27     34.5004     409.866     1286.23     125.009     -1177.54     45.4414     414.542     1249.21     4.8     -34.7258     -10.941     -4.67591     37.0201     4.8
-834.836     880.821     -876.219     1502.06     124.989     -519.902     550.676     -471.346     892.039     4.8     -314.934     330.145     -404.873     610.019     4.8
-1133.94     394.427     -162.959     1218.02     124.999     -70.4867     3.7087     11.5734     71.6876     4.8     -1063.46     390.719     -174.532     1146.34     4.8
916.797     -780.004     -564.447     1335.35     125.005     238.171     -277.19     -177.492     406.308     4.8     678.625     -502.814     -386.956     929.038     4.8
-45.5154     -1206.59     -446.285     1293.34     124.999     -39.0721     -103.01     -42.4619     118.168     4.8     -6.44329     -1103.58     -403.823     1175.17     4.8
726.435     -962.568     2146.21     2464.97     125     121.352     -191.101     316.96     389.529     4.8     605.084     -771.467     1829.25     2075.44     4.8
-463.303     1111.23     283.765     1243.23     125     -162.468     544.131     152.024     587.885     4.8     -300.835     567.101     131.741     655.35     4.8
357.711     -1152.9     -282.66     1246.05     125     254.248     -969.381     -249.073     1032.67     4.8     103.463     -183.515     -33.5874     213.386     4.8
423.789     -1138.87     -210.647     1239.61     125.007     347.662     -777.419     -130.024     861.498     4.8     76.1278     -361.453     -80.6224     378.11     4.8
789.333     904.634     -829.128     1464.41     124.998     193.007     213.28     -265.212     391.281     4.8     596.326     691.354     -563.915     1073.13     4.8
468.31     1117.64     -1169.19     1688.51     125.003     75.8822     126.871     -194.289     244.184     4.8     392.428     990.768     -974.901     1444.33     4.8
-1200.94     103.431     -874.897     1494.66     125.007     -479.941     97.4924     -384.491     622.659     4.8     -720.994     5.93831     -490.405     872.002     4.8
787.846     922.139     1520.31     1948.85     125.002     666.689     840.697     1325.01     1704.97     4.8     121.156     81.4415     195.302     243.88     4.8
-463.752     1125.83     697.059     1408.57     124.999     -401.789     1012.86     579.885     1234.35     4.8     -61.9625     112.963     117.174     174.221     4.8
182.217     1194.11     -189.481     1229.07     124.999     193.633     1153.72     -168.605     1181.95     4.8     -11.4158     40.3845     -20.8762     47.1177     4.8
1056.07     -606.45     171.158     1236.11     124.996     430.638     -178.423     74.8649     472.135     4.8     625.429     -428.027     96.2935     763.979     4.8
-416.032     -1126.14     27.95     1207.35     124.997     -133.903     -217.046     11.2074     255.319     4.8     -282.129     -909.095     16.7426     952.026     4.8
-160.724     1205.66     -137.207     1230.4     124.995     -26.3585     666.441     -78.6435     671.6     4.8     -134.365     539.216     -58.5635     558.803     4.8
385.902     1145.93     -190.659     1230.47     125     334.388     857.272     -113.019     927.106     4.8     51.5143     288.661     -77.6393     303.364     4.8
-342.586     1155.76     500.791     1311.32     124.999     -327.158     935.583     411.922     1073.34     4.8     -15.4277     220.179     88.8688     237.987     4.8
-945.589     765.067     828.387     1476.93     125.001     -99.9221     135.161     107.775     199.729     4.8     -845.667     629.906     720.612     1277.2     4.8
-131.123     -1193.98     1889.65     2242.59     124.997     4.69935     -5.79832     32.4295     33.6217     4.8     -135.823     -1188.18     1857.22     2208.96     4.8
1069.28     -564.859     707.902     1406.83     124.996     404.955     -257.375     226.016     530.412     4.8     664.326     -307.483     481.885     876.419     4.8
587.987     1067.82     1252.84     1752.49     125     127.283     248.072     215.968     352.712     4.8     460.704     819.747     1036.88     1399.77     4.8
-975.92     715.535     722.051     1414.71     124.997     -958.275     675.987     690.434     1360.87     4.8     -17.6443     39.5485     31.6173     53.834     4.8
717.393     977.863     614.836     1365.47     124.999     672.465     896.236     530.546     1239.74     4.8     44.9279     81.6279     84.29     125.736     4.8
-796.796     899.027     398.154     1271.73     125.006     -54.7108     111.164     60.3882     137.915     4.8     -742.085     787.863     337.766     1133.81     4.8
-1187.58     238.427     599.524     1357.3     125.005     -669.65     188.406     307.559     760.62     4.8     -517.933     50.0209     291.965     596.677     4.8
767.229     943.186     -1053.66     1613.71     125.001     18.5821     58.7784     -36.0793     71.5888     4.8     748.647     884.408     -1017.58     1542.13     4.8
-892.468     830.732     627.583     1376.99     125     -554.64     592.652     436.481     921.629     4.8     -337.828     238.079     191.102     455.36     4.8
1127.25     -440.999     451.199     1297.84     125.01     658.138     -282.088     326.949     787.171     4.8     469.112     -158.911     124.25     510.666     4.8
-597.115     1062.98     71.2504     1227.67     124.995     -420.165     624.91     50.3742     754.726     4.8     -176.95     438.073     20.8762     472.946     4.8
899.19     -804.055     797.359     1451.36     124.953     25.4754     -13.4345     43.8995     52.7227     4.8     873.715     -790.621     753.46     1398.64     4.8
-994.967     -674.426     -200.769     1225.05     125.004     -398.147     -336.9     -59.3223     524.943     4.8     -596.82     -337.525     -141.447     700.106     4.8
-1115.73     -485.507     -2039.5     2378.18     125     -716.281     -309.799     -1421.24     1621.42     4.8     -399.447     -175.708     -618.259     756.769     4.8
1103.89     -487.763     410.292     1280.8     125     268.357     -142.959     156.206     341.872     4.8     835.533     -344.804     254.086     938.929     4.8
-690.534     -992.054     -242.472     1239.12     125     -116.545     -127.458     2.56719     172.795     4.8     -573.989     -864.596     -245.039     1066.33     4.8
1170.29     283.179     -156.14     1220.57     124.994     920.899     171.164     -107.43     942.824     4.8     249.395     112.015     -48.7101     277.743     4.8
-1128.85     -463.977     912.678     1529.11     124.999     -758.749     -274.338     660.784     1042.89     4.8     -370.102     -189.639     251.893     486.222     4.8
-1088.72     508.713     -748.517     1421.27     124.984     -511.671     174.672     -310.714     623.605     4.8     -577.049     334.041     -437.803     797.661     4.8
1012.9     662.7     -227.266     1237.9     124.998     774.136     440.811     -169.902     906.913     4.8     238.761     221.889     -57.3642     330.991     4.8
-370.534     -1154.96     -977.285     1562.67     125.001     0.95297     -0.981151     -12.0231     13.0179     4.8     -371.487     -1153.97     -965.262     1549.65     4.8
-1040.62     -601.778     -452.261     1290.42     124.999     -510.591     -303.136     -157.286     614.294     4.8     -530.027     -298.643     -294.975     676.128     4.8
-641.572     1039.51     -1148.05     1681.02     125.002     -318.342     422.481     -547.214     761.116     4.8     -323.23     617.028     -600.837     919.907     4.8
-744.831     946.903     -411.344     1279.15     125     -362.803     549.86     -254.735     706.318     4.8     -382.028     397.043     -156.609     572.834     4.8
-990.142     -689.093     -1233.3     1729.71     124.994     -930.244     -606.682     -1137.95     1590.08     4.8     -59.8973     -82.4118     -95.3573     139.626     4.8
-1115.8     -462.922     983.215     1562.58     125.007     -767.745     -352.819     623.866     1050.31     4.8     -348.056     -110.103     359.348     512.27     4.8
119.414     1213.64     1348.42     1822.38     124.999     135.131     1182.77     1317.67     1775.81     4.8     -15.717     30.8779     30.7488     46.5725     4.8
971.204     -739.477     511.707     1329.49     125     944.909     -733.251     483.353     1290.02     4.8     26.2951     -6.2258     28.3543     39.4614     4.8
-1095.07     504.253     -152.871     1221.66     124.994     -928.997     392.257     -160.631     1021.14     4.8     -166.075     111.997     7.76038     200.518     4.8
-1174.35     -265.015     -159.874     1220.87     125.001     -542.449     -120.813     -11.2136     555.873     4.8     -631.9     -144.202     -148.66     664.992     4.8
800.311     896.217     434.155     1283.67     125.001     738.609     866.534     419.87     1213.56     4.8     61.7024     29.6829     14.2849     70.1096     4.8
3.66699     -1214.84     281.841     1253.36     125.015     -14.4528     -961.43     173.28     977.039     4.8     18.1197     -253.411     108.561     276.322     4.8
896.786     -814.882     -1047.48     1606.58     124.995     -2.47286     -9.26506     -10.8583     15.2611     4.8     899.259     -805.616     -1036.62     1591.32     4.8
-1100.13     524.299     91.0145     1228.45     125.001     -613.687     227.344     28.3846     655.077     4.8     -486.446     296.954     62.6299     573.373     4.8
274.013     1175.05     867.94     1491.56     124.999     176.716     544.167     458.235     733.041     4.8     97.2965     630.881     409.705     758.524     4.8
1209.92     -67.6724     -827.405     1472.66     124.997     1132.91     -43.1259     -798.363     1386.64     4.8     77.0088     -24.5465     -29.0414     86.0194     4.8
162.867     1190.88     1265.21     1749.6     124.997     35.7801     75.7915     63.1483     105.049     4.8     127.087     1115.09     1202.06     1644.55     4.8
-475.761     -1119.8     1338.91     1813.45     124.997     -390.884     -1006.91     1152.64     1579.64     4.8     -84.8772     -112.889     186.273     233.813     4.8
-920.525     797.593     526.889     1332.95     125.001     -209.037     227.045     88.7931     321.174     4.8     -711.488     570.549     438.096     1011.78     4.8
-656.476     1007.23     2280.1     2580.69     124.986     -137.986     310.426     673.298     754.16     4.8     -518.49     696.802     1606.8     1826.53     4.8
-496.708     1093.59     769.802     1432.09     125     -124.862     216.577     109.176     272.834     4.8     -371.846     877.017     660.626     1159.26     4.8
-1215.24     26.8108     -14.7927     1222.04     125.002     -595.699     -27.2634     -54.6771     598.843     4.8     -619.542     54.0743     39.8844     623.193     4.8
1149.41     391.807     233.847     1242.97     124.998     138.784     30.2581     65.4639     156.477     4.8     1010.63     361.549     168.383     1086.49     4.8
1207.79     -21.7196     -322.061     1256.41     124.996     171.076     -45.4964     -36.395     180.789     4.8     1036.71     23.7767     -285.666     1075.62     4.8
-391.27     -1147.75     -1943.11     2293.85     125     -303.926     -812.899     -1291.18     1555.74     4.8     -87.3445     -334.851     -651.935     738.103     4.8
359.476     1151.74     441.534     1290.85     125.014     43.54     239.425     47.1217     247.918     4.8     315.936     912.314     394.412     1042.94     4.8
33.4855     1218.4     -1119.73     1659.83     124.998     11.7332     658.276     -520.637     839.375     4.8     21.7522     560.124     -599.098     820.459     4.8
