px(Higgs)  py(Higgs)  pz(Higgs)  energ(Higgs)  masa(Higgs)  px(cest_1)  py(cest_1)  pz(cest_1)  energ(cest_1)  masa(cest_1)  px(cest_2)  py(cest_2)  pz(cest_2)  energ(cest_2)  masa(cest_2)
109.941     9.88782     370.17     399.012     100     30.0047     -43.229     133.619     143.687     4.8     79.9364     53.1168     236.551     255.325     4.8
74.6324     74.2785     245.281     285.044     99.9999     74.7084     96.3208     216.15     248.2     4.8     -0.0760464     -22.0423     29.1311     36.8447     4.8
99.2197     21.0243     -388.558     413.84     99.9978     33.5746     -16.0778     -274.318     276.874     4.8     65.6451     37.1021     -114.239     136.965     4.8
-115.234     27.4665     -689.413     706.628     99.9964     12.5188     15.0799     -185.857     186.949     4.8     -127.753     12.3866     -503.556     519.679     4.8
-8.27804     -116.346     85.2952     175.727     99.9991     28.2935     -37.5371     -8.25454     47.9659     4.8     -36.5715     -78.8088     93.5497     127.761     4.8
-14.9499     101.349     -2279.36     2283.85     99.9985     18.3424     97.3481     -1247.76     1251.7     4.8     -33.2923     4.00052     -1031.6     1032.15     4.8
-69.6919     -72.1038     15.0764     142.42     100.001     -81.4568     -29.7748     -16.093     88.339     4.8     11.7649     -42.3291     31.1694     54.0808     4.8
22.3244     116.235     -584.688     604.871     100.001     -1.04635     -12.4405     -157.999     158.564     4.8     23.3708     128.675     -426.688     446.306     4.8
-74.4146     -89.1529     -12.7912     153.783     99.9988     -31.5831     15.4597     12.8962     37.7603     4.8     -42.8315     -104.613     -25.6874     116.022     4.8
95.009     62.0165     465.884     489.814     99.9891     -13.6184     36.2726     137.847     143.269     4.8     108.627     25.7439     328.037     346.546     4.8
43.6495     -99.3395     101.328     178.999     99.9981     66.1771     -103.551     76.3248     144.744     4.8     -22.5276     4.21132     25.0029     34.2552     4.8
8.92341     -111.195     -1303.2     1311.78     100.001     -12.796     4.79517     -473.271     473.492     4.8     21.7194     -115.99     -829.93     838.292     4.8
13.0906     105.452     -258.989     297.266     100     47.8039     74.8436     -111.583     142.691     4.8     -34.7133     30.6083     -147.406     154.575     4.8
102.85     12.3144     374.344     401.078     100.001     122.738     12.7138     323.872     346.616     4.8     -19.8877     -0.399435     50.4715     54.4618     4.8
97.1024     -64.7834     791.297     806.087     100     101.637     -30.2479     423.011     436.126     4.8     -4.53495     -34.5355     368.286     369.961     4.8
84.3243     85.2962     316.268     352.72     99.9998     11.0269     63.8527     73.1313     97.8263     4.8     73.2974     21.4435     243.137     254.894     4.8
-100.411     -47.693     403.453     430.269     99.9999     -110.566     -11.1703     294.082     314.415     4.8     10.1549     -36.5227     109.371     115.854     4.8
99.3376     62.1167     -40.4185     159.249     100.001     67.8387     3.07178     17.8573     70.3808     4.8     31.4988     59.0449     -58.2758     88.8684     4.8
-103.465     -52.2108     -581.205     601.025     100     -29.8463     29.9269     -172.912     178.068     4.8     -73.6191     -82.1377     -408.293     422.957     4.8
-110.731     -26.6902     -157.88     218.86     100.001     14.9287     -7.10425     -47.046     50.0969     4.8     -125.66     -19.586     -110.834     168.763     4.8
56.5989     -98.6335     307.424     342.697     99.9969     -24.4697     -32.5238     49.1097     63.9638     4.8     81.0686     -66.1097     258.314     278.733     4.8
-104.116     58.8222     50.2692     163.79     99.9996     -1.80366     21.0684     50.1405     54.6282     4.8     -102.313     37.7538     0.128675     109.162     4.8
-4.28314     -117.9     -943.079     955.677     100     -8.32736     -91.6696     -348.414     360.4     4.8     4.04422     -26.2306     -594.665     595.277     4.8
-3.76734     -108.165     -302.453     336.44     100.002     31.4272     -2.27771     -103.328     108.132     4.8     -35.1945     -105.887     -199.125     228.308     4.8
-61.344     -91.8704     -249.804     290.88     100.028     -51.1811     -102.675     -250.194     275.285     4.8     -10.1629     10.8047     0.389313     15.5954     4.8
106.506     -2.97979     19.0113     147.351     99.9925     115.395     23.0249     10.7561     118.257     4.8     -8.88874     -26.0046     8.25517     29.0936     4.8
-53.8773     -96.1698     -550.782     570.537     100.006     -1.24131     -22.0908     -342.451     343.198     4.8     -52.636     -74.079     -208.331     227.339     4.8
-107.919     -3.6803     778.122     791.918     100.002     -105.915     21.3606     724.279     732.31     4.8     -2.00467     -25.0409     53.8429     59.6084     4.8
-50.9185     97.6478     -217.855     263.797     100.002     -67.2402     104.427     -156.996     200.242     4.8     16.3217     -6.77897     -60.8595     63.5552     4.8
98.4047     -63.644     -76.4714     171.994     100.001     13.0906     -60.7455     -56.6611     84.2312     4.8     85.3141     -2.89853     -19.8103     87.7632     4.8
101.808     29.3997     -708.2     723.033     100     50.3566     -33.3191     -223.258     231.329     4.8     51.4518     62.7187     -484.942     491.704     4.8
-11.9571     -118.58     -29.9589     158.434     99.9982     -15.1486     -44.7376     35.7422     59.4262     4.8     3.19156     -73.8422     -65.7011     99.0077     4.8
-67.9413     -87.7392     131.61     199.086     100     3.79763     9.1761     -8.68077     14.0363     4.8     -71.739     -96.9153     140.29     185.05     4.8
92.5825     41.6981     261.979     298.234     100     60.0768     65.2841     230.34     246.882     4.8     32.5057     -23.586     31.6394     51.3518     4.8
-14.0907     113.714     -246.767     289.867     99.9996     28.2741     45.213     -36.9014     65.0261     4.8     -42.3648     68.5011     -209.865     224.841     4.8
-55.5379     -101.762     -299.239     336.131     100     25.4515     -12.8556     -32.5419     43.5322     4.8     -80.9893     -88.906     -266.697     292.599     4.8
19.1709     -108.555     -452.276     476.135     99.9967     51.1528     -21.1868     -160.783     170.117     4.8     -31.9819     -87.3681     -291.492     306.018     4.8
26.0888     -106.592     -273.594     311.281     100     5.90789     -48.0026     -24.2659     54.3233     4.8     20.1809     -58.5891     -249.328     256.958     4.8
109.433     1.9605     -170.226     225.735     100.001     8.71774     -27.6445     -4.82503     29.7748     4.8     100.715     29.605     -165.401     195.961     4.8
111.001     -27.7525     -1189.09     1198.76     100.002     95.6741     17.2566     -611.663     619.36     4.8     15.3267     -45.009     -577.427     579.401     4.8
43.4413     -91.4883     -113.582     182.094     99.9998     6.18813     -94.6941     -108.225     144.017     4.8     37.2532     3.20579     -5.35699     38.0764     4.8
-94.481     65.9742     559.694     580.117     99.9993     -14.7422     -7.59752     272.973     273.519     4.8     -79.7388     73.5718     286.721     306.599     4.8
-1.01444     -99.6331     -379.595     404.993     99.9989     -36.3141     -89.5558     -207.343     228.808     4.8     35.2996     -10.0773     -172.252     176.185     4.8
67.0966     -90.9186     -342.901     374.632     99.9988     14.8432     0.787713     -178.655     179.336     4.8     52.2534     -91.7063     -164.246     195.295     4.8
57.101     84.1973     -6.61146     142.805     99.999     -25.7176     42.1174     -0.486833     49.5838     4.8     82.8185     42.0799     -6.12463     93.2211     4.8
77.3005     68.2903     11.3364     144.11     100.002     7.28943     3.11519     -36.074     37.2454     4.8     70.011     65.1751     47.4104     106.865     4.8
-75.8516     -71.5626     -337.186     366.836     99.9996     15.8629     11.3979     -59.8258     63.1167     4.8     -91.7146     -82.9605     -277.36     303.719     4.8
37.7033     94.7482     -140.358     200.248     100     16.4293     106.219     -138.719     175.552     4.8     21.274     -11.4709     -1.63897     24.696     4.8
-50.0318     92.562     209.559     254.924     100.001     -2.38291     -20.6597     41.9186     47.0395     4.8     -47.6489     113.222     167.641     207.884     4.8
-35.3216     -108.755     241.046     284.918     99.9994     5.29038     -7.76043     -7.8954     13.1753     4.8     -40.6119     -100.994     248.942     271.743     4.8
28.503     96.582     8.12707     142.155     100.008     36.9947     23.5623     42.1408     61.0138     4.8     -8.49171     73.0197     -34.0137     81.1416     4.8
-100.821     62.2171     108.656     189.32     100     17.2227     24.9989     16.1149     34.7029     4.8     -118.044     37.2182     92.5415     154.618     4.8
-22.1855     -100.476     597.294     614.286     99.9992     -40.3048     -43.9965     128.83     142.057     4.8     18.1193     -56.4794     468.464     472.229     4.8
14.1948     -105.386     320.377     352.064     100     -26.4089     -9.71856     147.97     150.698     4.8     40.6037     -95.6674     172.407     201.366     4.8
-104.153     -37.5725     122.176     192.838     100     -31.639     -64.1638     55.0567     90.4008     4.8     -72.5139     26.5913     67.1197     102.438     4.8
-101.457     -51.8921     -427.328     453.425     99.9946     -78.4054     -4.29905     -134.466     155.788     4.8     -23.0513     -47.5931     -292.862     297.636     4.8
47.4405     104.293     -125.564     197.212     99.9932     -19.7629     31.7361     -0.498713     37.6967     4.8     67.2034     72.557     -125.065     159.515     4.8
-98.5843     16.8393     -1303.03     1310.68     99.999     -86.0984     6.08775     -496.45     503.92     4.8     -12.486     10.7515     -806.577     806.759     4.8
72.9946     81.7487     -211.835     258.621     99.9991     -5.09325     -2.53574     7.75001     10.7459     4.8     78.0879     84.2845     -219.585     247.875     4.8
-75.9431     -79.438     -287.147     323.312     99.9961     -8.82456     -41.9683     -209.674     214.069     4.8     -67.1185     -37.4697     -77.473     109.243     4.8
59.4416     83.5564     141.022     201.004     100.001     62.0545     5.21782     45.115     77.048     4.8     -2.61286     78.3386     95.9073     123.956     4.8
-108.578     -32.6641     53.7848     160.462     99.9955     -5.17593     -39.8256     -5.72116     40.8489     4.8     -103.402     7.16148     59.506     119.613     4.8
-10.1033     -110.143     285.938     322.481     100.001     -9.79947     -23.6914     2.60462     26.2133     4.8     -0.303871     -86.4511     283.333     296.268     4.8
-36.435     -97.752     413.828     438.331     99.9862     24.5816     -71.1568     180.044     195.209     4.8     -61.0166     -26.5952     233.784     243.122     4.8
-112.539     25.9039     -274.852     314.45     99.9978     -79.3269     37.0502     -262.881     277.119     4.8     -33.2121     -11.1464     -11.9705     37.3312     4.8
-60.614     -85.2549     233.849     275.005     100     -36.093     -104.041     155.107     190.285     4.8     -24.521     18.7856     78.7416     84.7199     4.8
-92.5935     -44.5625     253.538     291.275     99.9988     -98.8668     -55.2457     156.004     192.84     4.8     6.2733     10.6832     97.5342     98.435     4.8
-70.7218     -73.4275     -2798.06     2801.71     99.9993     -52.5012     8.86265     -750.152     752.055     4.8     -18.2206     -82.2902     -2047.91     2049.65     4.8
-100.809     3.29233     -205.363     249.695     100     -104.406     31.3164     -184.123     214.023     4.8     3.59762     -28.024     -21.2401     35.6717     4.8
-55.1016     94.4396     -293.108     328.43     99.9968     -42.6516     50.6285     -268.213     276.304     4.8     -12.45     43.8111     -24.8947     52.1267     4.8
70.4795     -82.3658     -526.259     546.534     100.001     18.1586     -27.5875     -31.1865     45.6776     4.8     52.3209     -54.7783     -495.072     500.857     4.8
-93.4563     -35.8914     2.8624     141.529     100.001     -32.8193     34.3054     8.52165     48.4729     4.8     -60.637     -70.1968     -5.65925     93.0565     4.8
27.1361     106.267     -939.154     950.81     99.9989     58.8916     31.9538     -396.416     402.067     4.8     -31.7554     74.3133     -542.738     548.743     4.8
103.674     47.5244     -51.5943     160.209     99.9904     30.8645     -13.3689     -55.5185     65.0898     4.8     72.8091     60.8933     3.92424     95.1189     4.8
-71.8285     -69.4667     -27.0721     143.939     100.003     -92.7276     -32.7103     -23.6636     101.249     4.8     20.8991     -36.7563     -3.40849     42.6903     4.8
-44.6543     94.4065     866.825     878.801     99.9923     31.2463     16.4301     205.402     208.469     4.8     -75.9006     77.9764     661.423     670.332     4.8
-84.1404     77.0686     -176.234     232.547     100.001     -36.3514     83.1511     -155.011     179.686     4.8     -47.789     -6.08251     -21.2227     52.8605     4.8
44.3556     107.454     227.542     274.389     100.002     17.8831     77.8183     54.5337     96.8115     4.8     26.4725     29.6355     173.008     177.578     4.8
16.8993     -103.322     498.784     519.371     99.9963     37.3998     -26.3775     323.888     327.14     4.8     -20.5004     -76.9441     174.896     192.23     4.8
-98.1068     52.3372     2288.58     2293.46     99.9946     -4.09039     32.2315     1249.41     1249.84     4.8     -94.0165     20.1057     1039.18     1043.63     4.8
-70.2222     80.185     30.4895     149.297     99.9957     -24.0983     70.3809     -22.8217     77.962     4.8     -46.1238     9.80408     53.3113     71.3348     4.8
-98.1221     25.9192     -11.7579     142.963     100.002     5.46722     -25.2927     2.47275     26.4342     4.8     -103.589     51.2119     -14.2306     116.529     4.8
-107.117     38.2527     -64.5299     164.625     99.9999     -92.4383     66.2391     -30.29     117.784     4.8     -14.6785     -27.9864     -34.2399     46.8413     4.8
-98.992     15.0037     345.041     372.936     100.017     -107.867     -12.0708     230.733     255.033     4.8     8.87504     27.0745     114.308     117.903     4.8
78.5944     -74.4714     -1104.79     1114.58     99.9997     -18.1557     6.96705     -195.487     196.51     4.8     96.7501     -81.4385     -909.303     918.067     4.8
48.0615     -96.047     8.51769     146.995     99.9996     52.9389     -4.18726     12.6023     54.7898     4.8     -4.87744     -91.8598     -4.08464     92.2048     4.8
94.1946     -41.4577     -166.366     219.702     99.9997     45.6741     -27.1479     -159.794     168.465     4.8     48.5205     -14.3098     -6.57148     51.237     4.8
-89.4628     -51.1137     -171.423     223.611     100     -20.5276     28.7593     -27.183     44.8379     4.8     -68.9352     -79.873     -144.24     178.774     4.8
-95.1584     32.1765     643.458     658.884     99.9997     -31.6266     62.5583     357.902     364.734     4.8     -63.5318     -30.3818     285.556     294.151     4.8
-2.14788     116.911     -298.448     335.774     100.001     22.3138     -7.16325     -25.7825     35.1709     4.8     -24.4617     124.074     -272.665     300.603     4.8
-109.778     25.2033     1616.79     1623.79     99.9998     -88.7173     -16.6283     702.78     708.569     4.8     -21.0604     41.8316     914.01     915.221     4.8
-96.0183     49.751     -583.179     601.489     99.9832     -100.826     39.7646     -317.28     335.315     4.8     4.80761     9.98644     -265.899     266.173     4.8
70.58     91.7623     12.6385     153.496     99.997     -1.64553     68.1688     31.1877     75.1359     4.8     72.2255     23.5935     -18.5492     78.36     4.8
-40.8069     106.225     -1016.43     1027.66     100.006     -65.4631     104.446     -908.027     916.368     4.8     24.6562     1.77902     -108.403     111.289     4.8
-115.717     -10.6308     -75.5284     170.903     99.9997     -23.6262     39.4058     -10.1942     47.3073     4.8     -92.0903     -50.0366     -65.3342     123.596     4.8
107.107     10.5933     -462.771     485.532     100.003     121.146     23.6968     -353.016     374.007     4.8     -14.0385     -13.1035     -109.754     111.525     4.8
-107.559     -11.2275     -963.964     975.152     100.001     -82.174     32.8964     -449.76     458.412     4.8     -25.3852     -44.1239     -514.204     516.74     4.8
-103.762     57.8713     -396.225     425.569     99.9971     -101.367     44.4656     -198.575     227.393     4.8     -2.39558     13.4057     -197.65     198.177     4.8
84.8497     68.6431     1304.91     1313.28     100.008     96.2522     53.5226     1252.58     1257.42     4.8     -11.4025     15.1205     52.3295     55.8575     4.8
-104.559     1.2438     184.899     234.778     99.996     -25.4469     -45.0727     79.7554     95.2     4.8     -79.1116     46.3165     105.143     139.578     4.8
-114.745     -19.5236     -1212.1     1221.77     100.016     -34.4472     8.98267     -97.3783     103.792     4.8     -80.2975     -28.5063     -1114.72     1117.98     4.8
-114.93     -0.171537     -62.3525     164.61     99.9978     -10.5657     -3.36898     25.4037     28.1313     4.8     -104.365     3.19744     -87.7562     136.479     4.8
53.6832     -95.7622     -792.082     805.882     99.9994     -19.9849     -37.9192     -124.83     132.071     4.8     73.6681     -57.843     -667.252     673.811     4.8
51.2378     -100.793     163.596     222.594     99.9998     -29.0454     -31.7495     63.1217     76.5444     4.8     80.2832     -69.043     100.475     146.05     4.8
-14.3723     108.607     -129.959     197.21     100.001     10.7985     117.309     -120.387     168.505     4.8     -25.1707     -8.70177     -9.57247     28.7047     4.8
-42.1561     -106.561     1732.84     1739.5     100.001     28.4188     -20.8059     251.921     254.416     4.8     -70.5749     -85.7553     1480.92     1485.08     4.8
-29.7868     110.274     -578.785     598.364     99.9991     -19.3764     49.6761     -83.0693     98.8267     4.8     -10.4105     60.5979     -495.715     499.537     4.8
5.71471     101.308     222.09     263.856     99.9997     46.876     29.7228     59.9762     81.8596     4.8     -41.1613     71.5855     162.114     181.996     4.8
108.347     -5.43173     432.637     457.104     100.002     18.5026     -44.252     114.968     124.665     4.8     89.8443     38.8203     317.669     332.439     4.8
-6.49686     -101.74     -183.565     232.571     100.001     14.3807     -111.875     -120.132     164.856     4.8     -20.8775     10.1349     -63.4329     67.7153     4.8
-76.3999     -86.6286     -147.12     212.099     100.002     -24.9836     -31.2277     6.52335     40.8037     4.8     -51.4163     -55.4009     -153.643     171.295     4.8
-70.1611     -82.5626     131.588     197.624     100.003     -59.1193     -0.175603     80.3062     99.8361     4.8     -11.0418     -82.387     51.2816     97.7874     4.8
-20.2803     113.559     -3006.86     3010.73     99.9991     17.0331     5.39388     -105.218     106.832     4.8     -37.3134     108.165     -2901.64     2903.9     4.8
86.5867     -58.8412     -426.638     450.533     100.001     -21.575     -11.414     -103.724     106.665     4.8     108.162     -47.4271     -322.914     343.868     4.8
28.6385     103.074     101.073     177.933     100.001     63.5684     86.3313     76.8569     132     4.8     -34.9299     16.7427     24.2158     45.9332     4.8
72.4774     80.9579     1480.3     1487.64     100.001     6.48233     -2.41043     707.748     707.798     4.8     65.995     83.3684     772.548     779.846     4.8
59.2506     103.072     320.179     355.877     99.999     28.8253     -15.334     69.1242     76.5978     4.8     30.4252     118.406     251.055     279.279     4.8
-55.9741     88.5022     64.3913     158.451     99.974     -73.7988     54.5827     11.0204     92.5745     4.8     17.8247     33.9195     53.3709     65.8767     4.8
-65.8003     -83.2978     267.172     304.358     99.924     -36.5895     16.4724     57.5175     70.2954     4.8     -29.2108     -99.7702     209.654     234.062     4.8
-119.052     -7.61329     -106.073     188.366     99.9933     -33.8611     -20.4518     12.4611     41.7513     4.8     -85.1912     12.8385     -118.534     146.614     4.8
23.5459     -104.115     -63.4681     159.446     100.003     -16.8144     -89.4539     -11.5116     91.8711     4.8     40.3603     -14.6611     -51.9565     67.5753     4.8
-76.3312     -70.0919     -618.774     635.312     100.003     -16.0646     -54.0686     -477.096     480.442     4.8     -60.2666     -16.0233     -141.678     154.869     4.8
-16.7416     -108.351     -28.8516     151.17     99.9991     -7.68639     -113.918     5.9835     114.435     4.8     -9.05517     5.56711     -34.8351     36.7358     4.8
89.6142     71.5094     494.61     517.476     99.9898     102.467     79.7078     473.506     491.002     4.8     -12.8529     -8.19838     21.1048     26.4738     4.8
110.572     -5.04289     3.8138     149.218     99.9989     100.732     11.9589     -33.3663     106.894     4.8     9.83958     -17.0017     37.1801     42.3235     4.8
-104.71     44.0983     362.28     392.626     99.9994     -83.9835     -17.1615     224.22     240.095     4.8     -20.7261     61.2598     138.06     152.531     4.8
-88.9184     49.475     -195.301     241.864     100.007     -64.1978     -20.9394     -86.5038     109.844     4.8     -24.7206     70.4143     -108.798     132.02     4.8
85.8906     -77.8064     26.4901     155.349     100.003     33.4377     18.7174     -9.27808     39.7183     4.8     52.4529     -96.5238     35.7681     115.631     4.8
-52.5772     -94.8388     325.029     356.935     100.001     -7.59617     -73.6518     89.9287     116.587     4.8     -44.981     -21.187     235.1     240.349     4.8
-70.8079     -73.8766     -99.9463     174.529     99.9976     -49.8531     -4.28504     -87.1059     100.569     4.8     -20.9548     -69.5916     -12.8403     73.9595     4.8
-98.0108     34.5349     -12.9749     144.802     100.002     -13.7284     -31.5917     7.62958     35.6056     4.8     -84.2824     66.1266     -20.6045     109.196     4.8
107.824     -32.6991     647.814     665.1     99.999     74.1167     -50.9724     256.02     271.405     4.8     33.7075     18.2733     391.794     393.695     4.8
82.6668     77.6662     74.5615     168.601     100.006     104.06     71.2765     72.7654     145.694     4.8     -21.3932     6.38972     1.79607     22.9077     4.8
86.7283     -67.3654     538.852     558.954     100.041     106.956     -64.7958     491.379     507.065     4.8     -20.228     -2.5696     47.4724     51.8888     4.8
-77.4272     -66.191     -353.708     381.431     100.02     -43.0671     14.4944     -63.5516     78.2733     4.8     -34.36     -80.6854     -290.157     303.158     4.8
-55.372     100.871     -150.925     214.522     100.002     9.35157     -15.5328     -13.6711     23.2091     4.8     -64.7235     116.404     -137.254     191.313     4.8
-66.1979     89.7783     -156.206     216.432     100     -76.5723     52.96     -151.097     177.543     4.8     10.3744     36.8183     -5.10905     38.889     4.8
-97.9871     36.4716     -233.761     274.91     99.9996     2.50628     -25.1586     -55.0185     60.7397     4.8     -100.493     61.6302     -178.742     214.171     4.8
-21.0891     109.74     242.057     284.744     99.9995     -21.8401     98.688     100.308     142.482     4.8     0.750992     11.0516     141.749     142.262     4.8
-17.5035     -102.946     -224.86     267.332     100.001     -0.840356     0.961473     -115.068     115.175     4.8     -16.6632     -103.907     -109.792     152.157     4.8
95.4633     62.4334     -512.938     534.899     100     58.6758     67.5776     -193.221     212.995     4.8     36.7875     -5.14419     -319.717     321.904     4.8
-40.7099     93.1099     423.811     447.149     99.9974     -27.9201     52.9062     384.915     389.565     4.8     -12.7898     40.2037     38.8965     57.5839     4.8
-79.3845     -77.1615     260.591     300.273     100.002     -45.9302     -18.6177     210.045     215.866     4.8     -33.4543     -58.5438     50.5461     84.4069     4.8
-8.20744     110.114     15.9741     149.826     100.001     2.75838     17.4378     -37.8124     42.006     4.8     -10.9658     92.6762     53.7865     107.82     4.8
-4.8608     101.593     -71.9754     159.765     99.9989     -17.3339     109.255     -29.5088     114.591     4.8     12.4731     -7.66269     -42.4666     45.1747     4.8
-109.453     44.3993     497.206     520.735     100.001     -102.931     5.07067     252.605     272.86     4.8     -6.52257     39.3287     244.601     247.875     4.8
-22.5028     -109.387     -294.681     330.62     100.002     -40.6601     -24.9462     -42.6945     64.1983     4.8     18.1573     -84.4403     -251.987     266.421     4.8
114.114     21.1999     1593.22     1600.57     99.999     63.9597     27.6651     1364.03     1365.82     4.8     50.1543     -6.46528     229.191     234.753     4.8
-112.324     -16.4676     -329.495     362.567     99.9989     18.4199     -5.84746     -48.2893     52.2339     4.8     -130.743     -10.6201     -281.206     310.333     4.8
-103.141     -24.2835     197.372     245.323     100     -46.1254     36.3732     56.632     81.7361     4.8     -57.0154     -60.6567     140.74     163.587     4.8
98.7399     -28.0144     -834.846     847.053     99.978     118.251     -15.6151     -716.157     726.038     4.8     -19.5108     -12.3993     -118.69     121.015     4.8
93.227     52.6058     34.9948     150.591     99.9722     8.09081     46.5618     43.851     64.6484     4.8     85.1362     6.04393     -8.85621     85.9429     4.8
-33.5409     109.06     51.6423     160.268     99.9985     -48.1774     98.1856     73.1509     131.665     4.8     14.6365     10.8749     -21.5086     28.6033     4.8
46.8586     -100.585     433.309     458.333     99.9985     10.6626     -13.2739     3.25178     17.9862     4.8     36.196     -87.3106     430.057     440.347     4.8
-109.245     4.01103     -3.14759     148.193     100.004     -28.1359     -33.9845     28.8811     52.9503     4.8     -81.1088     37.9955     -32.0287     95.2427     4.8
69.6986     -81.6014     427.278     451.756     100.002     53.8373     -94.1624     411.695     425.771     4.8     15.8613     12.561     15.5826     25.9849     4.8
70.6209     -92.7337     -95.5551     180.881     100.002     60.0958     -0.190118     -39.2629     71.9455     4.8     10.5251     -92.5436     -56.2922     108.936     4.8
-72.5425     -68.543     -32.2681     144.919     99.9993     -33.1594     22.9974     -2.11159     40.693     4.8     -39.3832     -91.5405     -30.1565     104.226     4.8
42.5527     105.695     179.605     235.037     100.011     -21.1399     15.509     86.5568     90.5679     4.8     63.6926     90.1862     93.0478     144.469     4.8
-90.5565     72.3751     31.0862     156.219     99.9972     -101.648     25.8824     19.3673     106.773     4.8     11.0916     46.4927     11.7189     49.4466     4.8
-111.202     -5.30214     686.486     702.607     100.002     -91.4846     -45.1408     535.039     544.699     4.8     -19.7171     39.8387     151.446     157.908     4.8
52.857     -87.8489     -207.9     252.474     100.048     11.0685     -58.5427     -188.351     197.608     4.8     41.7885     -29.3062     -19.5493     54.8666     4.8
-96.3457     33.1856     -353.573     381.31     99.9963     -101.551     8.3637     -333.083     348.354     4.8     5.20568     24.8219     -20.4897     32.956     4.8
-99.2603     60.9694     886.285     899.483     100.001     -70.6485     87.0683     583.53     594.224     4.8     -28.6117     -26.0989     302.755     305.259     4.8
-47.59     106.374     -220.368     268.594     100.001     -30.049     -6.24666     -90.7706     95.9391     4.8     -17.541     112.62     -129.598     172.655     4.8
114.224     -13.3804     51.6903     160.929     99.9995     40.3183     -26.3319     68.516     83.8834     4.8     73.9059     12.9515     -16.8257     77.0452     4.8
96.9605     -58.6904     163.454     222.626     99.9972     -5.14959     -16.719     -7.03551     19.4572     4.8     102.11     -41.9714     170.489     203.169     4.8
101.245     -36.6419     -3091.82     3095.31     100     116.171     -49.7125     -2625.07     2628.12     4.8     -14.926     13.0706     -466.751     467.197     4.8
-77.3622     84.5869     115.76     191.155     99.9998     -8.71578     59.6103     99.1039     116.077     4.8     -68.6464     24.9766     16.6562     75.0775     4.8
47.8611     -107.854     43.9642     160.798     100     -13.9425     5.04035     26.6144     30.841     4.8     61.8036     -112.894     17.3498     129.957     4.8
-71.9347     91.9608     94.3589     180.374     99.9989     0.146941     24.5135     -17.9578     30.7645     4.8     -72.0816     67.4473     112.317     149.609     4.8
-103.109     10.6682     322.542     353.241     100.003     -31.2175     -31.1911     201.223     206.061     4.8     -71.8916     41.8593     121.318     147.179     4.8
30.6495     115.241     146.064     213.435     99.9998     54.1514     65.8639     131.228     156.57     4.8     -23.502     49.3775     14.8359     56.865     4.8
-104.593     19.7984     -146.987     207.211     99.9972     -106.433     10.5355     -158.689     191.426     4.8     1.83974     9.26288     11.7015     15.7845     4.8
93.0468     58.3921     584.174     602.765     99.9981     83.7728     4.31191     449.122     456.913     4.8     9.27393     54.0802     135.052     145.852     4.8
19.8134     -108.731     643.101     660.148     100.003     51.042     -91.018     557.429     567.133     4.8     -31.2286     -17.7134     85.6726     93.0151     4.8
-89.8442     63.1928     547.257     567.059     100.003     -28.7312     -20.2776     244.889     247.448     4.8     -61.1129     83.4704     302.368     319.611     4.8
-112.882     20.5147     63.2098     164.799     100.001     -117.697     -3.45209     72.3267     138.271     4.8     4.81564     23.9668     -9.1169     26.5284     4.8
-46.3876     -97.1744     -806.319     819.601     99.9992     -42.0924     -10.0094     -118.357     126.109     4.8     -4.29519     -87.165     -687.962     693.492     4.8
-74.8007     -70.0793     51.2245     152.08     99.9911     -50.5718     8.06946     47.5361     70.0382     4.8     -24.2289     -78.1487     3.68836     82.0421     4.8
-58.0331     101.005     591.302     610.915     100.047     -1.86437     66.1145     141.681     156.432     4.8     -56.1687     34.89     449.622     454.483     4.8
84.6277     -67.8988     598.659     616.574     99.9981     73.6095     -88.8882     552.684     564.626     4.8     11.0181     20.9895     45.9748     51.9488     4.8
95.9573     -58.7801     428.68     454.346     100.004     49.751     -83.4235     298.638     314.074     4.8     46.2064     24.6434     130.043     140.273     4.8
108.825     49.5217     -484.896     509.332     100.001     15.1174     -7.15813     -6.56127     18.5974     4.8     93.7078     56.6798     -478.335     490.735     4.8
-68.9798     95.2674     94.9409     181.24     99.9997     -32.68     106.519     88.5539     142.405     4.8     -36.2999     -11.2521     6.38704     38.8346     4.8
48.9479     -93.6202     122.04     189.881     100.002     38.0067     -112.779     84.3688     145.961     4.8     10.9412     19.1587     37.6716     43.9198     4.8
115.629     25.8831     -230.004     277.385     100.001     104.18     44.4262     -228.434     255.014     4.8     11.4488     -18.5431     -1.57025     22.3702     4.8
41.3354     99.2004     139.042     202.193     99.9993     30.8731     11.2939     99.9003     105.28     4.8     10.4623     87.9065     39.1417     96.9129     4.8
-62.7563     82.0111     -1172.19     1180.97     100     -42.7852     10.6179     -811.494     812.704     4.8     -19.971     71.3932     -360.699     368.27     4.8
-100.994     -35.7743     31.1672     149.829     99.9892     -105.459     -51.131     47.4261     126.523     4.8     4.46478     15.3568     -16.259     23.3058     4.8
94.9952     38.5111     2651.28     2655.15     99.9981     51.5031     54.8495     872.465     875.716     4.8     43.4921     -16.3384     1778.82     1779.43     4.8
68.5165     75.9677     8.79063     143.332     100.006     79.0508     56.7348     -26.9917     101.091     4.8     -10.5343     19.233     35.7823     42.2409     4.8
52.2008     92.63     -26.0059     148.258     99.9942     -15.652     -11.8785     -9.92059     22.5287     4.8     67.8528     104.509     -16.0853     125.729     4.8
