px(1, true)   py(1, true)   pz(1, true)   E(1, true)  px(2, true)   py(2, true)   pz(2, true)   E(2, true)   px(1)   py(1)   pz(1)   E(1)  px(2)   py(2)   pz(2)   E(2)
0.684507     -35.4779     -9.01876     36.926     517.396     -1058.67     184.668     1192.73     517.054     -1061.51     184.715     1195.1     0.119029     -31.6981     -7.85189     32.6563
209.381     -477.835     271.022     587.914     159.719     -669.304     276.581     741.619     212.18     -484.715     273.96     595.838     145.842     -614.072     253.327     680.095
409.606     338.121     -29.0558     531.95     600.501     336.694     32.8734     689.252     412.38     340.046     -29.1202     535.291     597.581     335.713     31.9137     686.166
5.48946     329.266     -406.012     522.796     -188.628     867.74     -1086.3     1403.08     5.50911     329.945     -406.857     523.858     -188.73     867.617     -1086.26     1402.98
-54.5569     -459.255     117.786     477.272     -190.124     -714.864     312.668     803.095     -54.1109     -458.566     117.495     476.462     -190.376     -717.413     312.715     805.428
-648.21     520.563     -61.9829     833.682     -258.47     269.126     40.392     375.353     -612.549     492.705     -57.7982     788.235     -258.961     269.538     39.9927     375.914
-90.5718     -43.2481     -20.342     102.521     -1105.31     -87.3467     -303.381     1149.52     -91.1513     -43.1266     -19.7318     102.751     -1103.18     -87.844     -304.999     1147.94
592.713     -314.162     201.068     700.327     435.756     -308.533     253.772     591.185     594.587     -315.749     201.896     702.847     434.264     -306.424     252.65     588.483
-1.02963     551.001     558.786     784.772     69.7357     657.518     847.617     1075.02     70.0117     657.822     846.429     1074.28     -1.0528     551.76     560.205     786.302
-765.725     392.084     289.607     907.723     -337.491     85.5783     103.448     363.247     -764.967     391.997     289.668     907.053     -293.905     73.8866     89.9151     316.108
-266.171     351.592     -266.309     515.177     -501.01     577.374     -288.158     816.963     -265.861     350.785     -266.656     514.624     -503.412     578.808     -289.399     819.874
-221.954     -32.58     -48.4992     229.565     -902.368     -393.251     -226.153     1009.99     -199.052     -29.4419     -43.5743     205.881     -903.885     -393.79     -225.761     1011.46
-382.484     -18.8937     -271.612     469.518     -815.206     137.565     -635.736     1042.91     -382.493     -18.9972     -271.752     469.586     -814.209     137.666     -635.381     1041.92
-146.037     -325.76     95.3958     369.554     -337.414     -773.637     32.01     844.636     -146.107     -326.846     95.103     370.432     -337.704     -773.785     31.5454     844.857
760.936     -33.3205     13.4317     761.798     443.445     43.3878     -63.8746     450.143     762.06     -34.2326     14.1363     762.96     443.315     43.1111     -62.7425     449.803
-295.216     -13.3604     438.564     528.86     -899.479     153.677     1185.31     1495.88     -293.832     -13.1544     436.998     526.761     -900.779     153.214     1187.58     1498.41
-14.9249     -15.8633     21.6517     31.0843     8.75876     -1182.43     1053.2     1583.5     9.77074     -1137.49     1012.29     1522.73     -15.4782     -18.6693     23.3333     33.6536
