px(1)   py(1)   pz(1)   E(1)  px(2)   py(2)   pz(2)   E(2)
-27.1656     -5.75552     125.039     128.129     6.29031     -108.87     79.5473     135.231
0.71106     37.1675     17.3466     41.1966     -42.4669     64.2807     360.055     368.255
19.6207     27.7896     -54.3495     64.2348     54.1948     -108.577     -169.705     208.807
15.4873     20.6935     -224.434     225.936     -17.8426     -124.91     -1287.93     1294.14
-13.2     -21.7277     -4.13951     25.9585     101.194     -23.3877     136.349     171.601
-5.02069     41.202     14.6928     44.1625     -51.7357     41.7932     -123.927     140.712
-50.0395     -25.8725     -253.862     260.106     -40.3535     93.8289     -244.596     265.127
29.5642     -16.1447     -5.3032     34.4565     -8.55041     117.522     55.5402     130.515
-5.45178     -54.7303     289.794     295.011     96.0148     8.12977     513.77     522.772
-16.2943     -50.0683     431.683     434.904     -19.348     -53.1633     58.888     81.8342
-20.8558     -16.0158     -12.2305     29.5269     131.778     23.0843     -139.694     193.497
32.9857     -19.8155     8.27663     39.5953     66.661     -0.67732     -174.361     186.836
24.6299     28.2321     -53.8563     65.7373     60.6513     -11.9501     -451.842     456.098
51.3727     15.3803     34.4577     64.0178     1.02733     -92.14     90.2528     129.166
49.7238     35.3879     340.604     346.106     33.5798     -89.5141     438.013     448.436
-56.3571     -4.4606     -79.7119     97.8947     -15.2209     -61.9194     -362.258     367.877
-29.6393     5.38609     -62.1307     69.2911     -37.2298     -102.151     5.3944     109.287
-47.5273     -26.0522     -310.719     315.457     73.2545     -67.8096     -401.244     413.512
-39.5547     -30.2655     -135.05     144.072     87.0916     -57.2979     -174.845     203.634
-46.0855     31.5784     -150.656     160.811     81.0701     64.5538     -344.017     359.328
7.25379     20.871     19.8214     29.8613     -49.0608     -133.045     166.182     218.559
-27.8372     3.57809     -15.2968     32.1027     9.12775     70.4899     -39.4704     81.7404
-6.20995     -30.3791     -8.71266     32.3487     -54.4807     80.8381     -12.3469     98.5522
-32.7866     -40.0321     -50.2555     72.384     -65.6408     11.0452     47.5901     82.2199
-4.7524     -24.2641     24.2032     34.8189     105.568     83.2027     99.0591     167.131
60.3595     13.4301     27.9477     68.0426     -14.6845     85.9331     -37.9172     95.3718
-2.7312     23.0029     -53.2947     58.1694     85.4251     -86.2764     -163.347     203.69
-10.9496     42.3266     338.971     341.829     -88.3183     -24.3485     209.034     228.289
-18.3577     45.6016     424.392     427.262     66.2384     41.8922     168.323     185.774
-34.2088     13.4835     -64.4042     74.505     13.1566     -125.303     -125.575     178.007
-23.2871     5.21245     24.4778     34.4687     24.3499     -113.295     457.904     472.531
0.21271     -21.4424     -0.921434     21.8243     35.2522     132.245     39.3165     142.528
-44.3355     -59.5243     338.748     346.906     -64.0519     52.7755     650.502     655.801
-40.9011     -38.9485     42.2513     70.893     69.0885     -53.7872     149.031     172.984
21.1813     16.8272     0.119908     27.3732     89.858     -5.27391     -303.321     316.469
38.9483     18.1163     -852.429     853.532     -48.6888     83.9282     -662.985     670.111
19.1015     -11.9742     82.1538     85.2215     -94.7976     48.5806     546.661     556.967
-48.3995     8.80544     80.7643     94.7969     45.8717     83.5101     236.948     255.49
54.5613     -9.88752     4.7435     56.015     -7.63046     -90.2094     117.528     148.472
-74.1277     -17.1054     -840.453     843.927     -8.04991     82.3598     -677.175     682.285
63.6027     -35.3974     -341.263     348.98     -50.7846     -77.6594     -350.272     362.384
-5.04493     20.2024     -28.9192     35.7266     113.441     -59.9789     -32.9399     132.587
-38.6879     46.5491     42.8843     74.3743     -72.7804     -64.1565     146.438     175.759
-38.8158     63.5677     23.2206     78.233     69.0596     51.8112     102.3     134.012
-38.451     -42.2986     -1040.44     1042.04     -67.0321     46.555     -466.727     473.849
48.9612     28.9109     182.26     191.027     21.9523     -79.15     399.272     407.649
4.84998     29.2498     579.549     580.319     -63.7902     45.1294     322.027     331.433
-11.1341     19.5372     41.331     47.5519     1.58874     -95.6434     274.016     290.274
-9.70282     -47.1226     -18.0243     51.7149     -30.818     -61.1509     -299.309     307.116
-43.7191     -24.5155     208.654     214.649     -59.3101     6.5737     25.6939     65.2905
-28.4476     -13.4972     28.8124     42.8759     119.937     -38.6749     160.049     203.846
23.0386     28.3049     -3.19578     37.0154     -69.3698     62.3478     -171.715     195.751
-41.5628     -37.7574     -102.812     117.366     -60.2255     16.7743     -586.703     590.086
35.2672     -8.29733     119.337     124.767     -33.8935     -98.3205     95.0157     141.148
-30.5538     -20.2881     -174.632     178.52     93.6949     -76.618     -250.541     278.41
-52.368     29.9529     29.4568     67.5679     -38.4658     -82.2104     -20.7342     93.4264
-1.19198     -32.5979     -88.6324     94.5486     80.2382     -35.6977     0.404866     88.0696
52.0884     5.66814     192.243     199.363     28.1329     63.9447     1214.02     1216.04
7.76331     -34.0622     153.024     157.077     -120.674     47.8993     771.306     782.179
41.5419     -16.2063     2.82368     45.0539     22.1939     110.163     -79.9345     138.024
-45.8901     28.4769     230.684     236.986     46.2288     81.4756     135.035     164.489
-38.2854     -64.5292     -64.9761     99.3984     78.7045     -30.8924     -77.5357     114.921
-39.1524     12.6925     -5.88197     41.9412     -58.1267     13.2371     -248.412     255.564
-21.6751     24.6296     283.014     284.951     113.843     45.3413     420.33     437.867
-13.1345     27.1212     -26.2462     40.1529     103.33     12.2915     -395.428     408.94
-51.0173     -6.37853     266.911     272.016     -27.2911     -70.6774     1626.15     1627.92
35.5364     -10.0093     47.4581     60.3957     -2.30147     109.93     11.6168     110.917
-43.9021     21.2359     -107.099     117.748     43.8962     63.5084     -117.25     140.518
-10.0854     36.2223     286.023     288.519     57.7292     37.6123     122.099     140.328
50.7931     -23.5832     38.6096     68.3361     24.7533     98.7494     40.4805     109.855
-61.4252     -37.9568     -237.57     248.386     -34.2443     74.8041     -214.578     229.94
27.395     2.98019     20.4852     34.5702     -100.827     -67.6433     50.4754     131.762
74.2866     16.5619     594.806     599.707     22.5759     -77.3051     330.313     340.099
-21.7529     -18.4881     32.3652     43.3067     -2.77102     97.5262     235.083     254.568
5.79422     27.4664     56.9281     63.7294     -54.2419     33.6418     737.902     740.685
-13.328     -35.8432     586.517     587.789     86.8893     -6.0017     473.927     481.885
-58.4751     17.0537     649.966     652.841     -4.27887     -63.6773     580.488     583.992
-12.2638     -17.8924     185.496     186.791     32.4115     109.398     1187.05     1192.6
1.4852     -31.6202     34.4023     46.8713     100.311     64.4876     188.447     223.141
8.4647     -23.7222     -13.7763     28.9928     93.4468     45.7389     114.532     155.181
39.8836     15.9111     -42.9094     60.9473     -60.1631     97.2028     -276.036     298.862
10.1418     21.6486     -40.5559     47.2221     36.4671     -120.582     -291.984     318.089
38.3309     65.6832     188.999     203.85     60.2339     -48.3776     127.988     149.666
23.0232     3.4108     1.54381     23.5305     -56.5294     -107.955     168.276     207.834
-27.1872     19.7684     23.3776     41.2301     -8.02173     -103.625     204.326     229.326
15.7136     -16.0302     55.0035     59.4697     -84.3975     118.413     416.455     441.16
-21.8977     42.4431     -441.1     443.723     -50.0972     12.3622     -73.6271     90.1116
41.1532     60.3739     -185.723     199.658     63.9889     -48.8498     -100.979     129.322
-18.3807     41.6752     -136.497     144.002     -97.1921     -21.4231     -65.2735     119.211
-3.99292     -19.6951     -69.7715     72.6401     29.8961     130.09     -546.444     562.535
10.7316     22.1385     -41.551     48.5217     -117.312     -26.9596     -216.828     248.169
-14.3846     15.3503     73.679     76.65     119.558     -60.8923     584.116     599.379
11.0979     -37.5382     -69.2572     79.7094     -50.1046     -47.7316     0.874526     69.3788
32.8068     22.1506     26.1907     47.8213     -108.95     59.8029     44.8722     132.352
-24.9758     17.9118     548.369     549.242     -52.7732     -46.9999     265.087     274.378
-11.1079     16.8323     -72.0649     74.8806     24.7552     80.7162     -9.16637     85.0677
0.232742     -20.4133     -63.0717     66.408     100.657     77.319     -104.27     164.38
-29.0376     -10.215     35.3196     47.0644     35.2485     -101.053     -43.6384     115.896
45.8907     -17.6987     -325.962     329.707     11.0252     -77.5663     -102.647     129.278
13.3532     -16.0959     -54.5758     58.4792     -100.302     82.2936     -473.689     491.206
70.8667     -5.52559     -63.8155     95.7462     -15.4736     -73.4094     -23.7952     78.8182
-40.3721     -11.2118     -53.1309     67.9289     -53.6074     -11.4176     66.9604     86.6931
-26.1255     55.9267     17.3053     64.3205     -79.6838     -51.3402     89.689     130.683
27.1814     62.778     -124.391     142.086     82.4617     -43.1486     -220.976     239.894
20.8527     46.5415     -10.1361     52.3305     -109.105     14.6067     -20.3009     112.198
41.5263     37.6904     219.115     226.254     -33.923     69.2012     67.0474     102.387
-62.8358     -17.2846     -22.6852     69.2371     18.7843     -70.4188     56.2647     92.3887
30.744     58.792     403.309     408.752     70.9352     -41.1738     680.252     685.202
-10.1541     -22.4211     11.9761     27.6684     128.475     42.7296     -30.0856     138.897
56.1039     39.3888     599.75     603.672     -33.0272     65.3935     232.244     243.771
27.8213     -1.30777     4.03034     28.492     62.2412     43.2516     -247.244     258.668
-3.36544     50.5726     32.8373     60.6264     -100.419     -42.1389     97.9116     146.646
-24.398     7.64181     191.684     193.417     -24.6359     -106.062     160.168     193.982
32.247     -22.6384     -10.7496     41.1235     64.78     8.21669     -281.495     289.015
14.5164     41.6193     -1055.04     1055.98     -74.4092     50.108     -523.489     531.152
-24.0124     41.7393     351.541     354.869     -2.18799     61.3041     61.6531     87.1473
-28.2068     16.541     152.102     155.628     15.218     -117.759     397.552     414.959
43.8591     -0.54805     36.6863     57.2897     -23.5449     90.6937     50.2823     106.6
59.1411     -46.788     134.09     153.925     -58.9522     -55.8092     181.009     198.494
6.89363     -62.7089     -11.9381     64.4636     -64.9014     -8.84339     -72.1377     97.6663
44.1638     15.8208     113.992     123.485     53.9555     -12.5358     960.183     961.796
-47.6423     38.8365     52.0001     80.7162     79.778     64.9213     96.8856     141.424
45.8423     41.9455     -151.073     163.446     -54.4432     54.2856     -56.2243     95.4618
-64.6588     -25.2636     139.081     155.582     -25.2916     81.2682     315.521     326.842
-1.64714     -34.2395     -102.759     108.426     -88.0909     87.9212     -515.079     529.948
12.5072     -17.7675     -54.7125     58.9756     -68.2543     97.1227     -343.567     363.541
9.36327     20.8785     107.956     110.442     -68.815     -122.843     407.408     431.092
24.2606     38.4418     184.225     189.873     -110.74     15.4287     464.308     477.708
21.5818     -42.4357     -34.6223     59.0981     62.0828     -15.1459     -332.68     338.808
-65.7048     31.3387     35.3061     81.1751     -20.1823     -78.4512     73.0303     109.603
-16.9751     -31.5364     291.57     293.781     60.9585     -48.2394     168.329     185.493
52.4679     -9.91522     239.337     245.278     23.2062     97.2376     162.952     191.23
-31.5936     35.2141     41.0192     62.871     -54.6078     -90.9504     172.47     202.524
-25.8463     -40.471     -46.914     67.3813     -36.6237     -48.557     78.6031     99.869
12.9838     20.5019     -64.2446     68.9387     -110.86     -73.1139     -579.536     594.596
60.8     10.3091     212.397     221.264     -13.7209     85.8231     113.033     142.768
31.8607     -58.9842     -24.6845     71.8812     73.8097     29.1635     -144.996     165.383
31.9748     17.408     103.796     110.211     32.167     -91.7475     74.4029     122.61
37.0581     8.435     -9.28916     39.635     -36.0585     -106.974     -30.9118     117.282
-34.0917     -42.849     -72.0283     90.6909     -60.6023     41.7309     -365.898     373.321
-45.0845     27.9104     82.2278     97.9816     -54.5178     -41.3451     -20.6183     71.6773
38.8561     22.4404     38.7299     59.5881     52.3326     -79.5955     244.584     262.589
-45.9531     -9.01844     -243.521     248.032     -3.8635     57.8957     -152.514     163.293
-9.58301     -21.3482     24.3792     34.0553     -53.9343     -66.2405     908.7     912.733
42.993     18.4783     121.054     129.95     0.333108     89.991     24.3849     93.4079
24.6533     7.26215     68.736     73.4479     -76.4043     -102.262     185.031     224.829
13.3703     -20.075     -43.3241     49.7008     -76.1042     -47.4181     -0.704408     90.3029
-40.153     36.6848     -262.277     267.887     7.20497     66.5584     -1605.02     1606.43
46.7863     -25.3002     917.788     919.344     -0.280355     -65.2085     231.924     240.996
19.5913     -30.8385     19.1522     41.5549     -38.78     -71.6632     376.142     384.923
7.93746     -23.9069     -127.962     130.476     83.6306     -46.0866     -35.8136     102.322
0.594171     20.175     -76.5473     79.2869     -23.5715     -121.247     -342.054     363.72
16.8207     12.7892     96.8084     99.1689     -70.7968     -114.446     290.971     320.63
-3.58983     34.0772     12.8413     36.9284     107.316     -63.5659     69.5324     142.919
34.6269     19.1892     70.5891     81.0534     -81.126     75.5294     424.485     438.759
-27.2835     -13.8094     10.86     32.7689     84.8398     -78.9792     192.953     225.269
34.2653     -1.4141     -115.398     120.478     -73.6187     -82.1259     -356.608     373.414
-41.6307     4.24039     -695.352     696.623     -49.9105     14.4974     -130.183     140.236
-8.2774     22.091     0.782424     23.8674     -94.3541     -77.1788     -181.786     219.171
-32.1633     13.8862     320.111     322.051     -64.5387     -51.3231     125.051     149.994
73.6552     -7.63206     -381.729     388.873     -6.58818     -89.7214     -271.174     285.768
-1.22587     -44.7751     -22.1124     50.0531     2.46978     -53.4934     -320.844     325.341
2.99592     52.3854     50.5179     73.0055     -54.2669     3.98262     -6.03712     55.105
25.0372     -14.3647     33.7941     44.7389     -71.0688     -69.1197     -13.8786     100.261
-30.1661     -46.9966     728.621     730.777     94.9526     -43.1991     2079.95     2082.58
37.2218     27.2423     134.193     142.036     41.9604     38.8115     -11.0177     58.4916
-20.4964     34.3595     -52.8202     66.4017     65.7742     35.3446     -391.382     398.461
-9.87524     26.1264     -170.814     173.139     -61.3096     -100.347     -1822.36     1826.16
38.5173     39.8614     858.495     860.309     -22.0493     56.1401     193.664     202.935
34.1243     6.84663     177.596     181.053     59.9263     -46.8248     34.1914     83.5532
32.8442     24.5212     40.3638     57.6827     3.49784     49.4543     329.942     333.691
-2.48541     -28.4893     -17.5286     33.7251     -79.8535     103.175     -56.8193     142.539
-29.4536     -12.8699     27.6353     42.629     -47.4305     85.8148     -57.4956     113.829
71.6522     17.8673     108.654     131.505     -32.4074     77.5942     93.32     125.883
50.7621     3.38581     77.8165     93.1515     33.346     -52.4193     -30.2841     69.4406
-30.3916     -19.7437     465.987     467.402     101.842     -50.5897     745.991     754.642
10.5109     -21.1549     293.467     294.454     -25.3729     77.4764     628.434     633.72
6.03389     53.5738     64.3531     84.1404     -110.697     -5.72431     73.6177     133.284
-3.01484     -24.5289     22.4089     33.7139     -104.19     38.6977     483.16     495.841
23.1418     2.41198     8.67674     24.9581     -64.6578     -78.3216     -13.2322     102.622
23.6325     -58.7863     38.5181     74.6924     81.2907     51.4707     44.2046     106.063
-7.10685     -67.4372     92.6036     114.942     80.5032     1.298     153.434     173.357
-1.16081     56.1022     -168.277     177.533     -101.847     -7.10901     -152.88     184.033
-41.7612     -34.6484     136.685     147.158     -52.6259     16.9994     793.412     795.368
32.506     20.797     -1187.4     1188.03     24.4079     30.8151     -158.643     163.479
-4.83145     41.626     130.322     136.997     76.4952     49.0092     32.5123     96.7467
-22.4168     -32.1317     29.4659     49.1861     -72.0878     96.8233     129.547     177.208
-27.8235     -24.9031     -45.3313     58.9662     -40.1423     99.1001     -334.631     351.347
23.0648     17.9294     -12.356     31.8414     -128.002     13.6776     -13.3601     129.679
33.3113     32.2528     34.113     57.8276     52.5657     -93.4094     20.2926     109.291
-40.4021     -32.2235     113.326     124.699     86.4731     -59.8222     345.795     361.552
20.2215     0.00282047     -83.8912     86.3601     -104.951     -80.9613     -1121.55     1129.39
-26.8674     47.291     1.0246     54.6696     -68.2583     -43.7197     -94.2415     124.506
-19.4961     16.6011     9.49511     27.6677     81.8059     24.9088     150.948     173.611
-19.7193     -16.1884     -24.7637     35.6771     120.434     -47.6615     -24.7762     132.117
-21.4891     60.508     20.0059     67.375     69.4581     18.7214     69.8087     100.498
40.7229     -5.48134     228.829     232.536     -19.6226     106.058     270.088     290.9
39.1781     29.1847     -103.204     114.232     -52.7844     65.627     -66.0105     107.14
4.48312     -46.2206     -6.10361     47.1753     -3.4948     -64.7041     182.911     194.171
-41.1243     -26.7373     -18.73     52.7554     -42.6427     75.3044     -88.9658     124.338
25.0686     -31.3372     182.008     186.447     67.3097     99.4409     749.669     759.271
-9.94572     33.1461     -62.2528     71.4607     58.6044     -21.1603     -177.959     188.582
65.2818     -14.6499     134.382     150.293     20.7694     79.1103     56.5253     99.592
43.28     -29.7348     -102.309     115.084     -67.3729     -60.1253     -277.215     291.612
-17.4184     -40.0507     -319.272     322.286     123.408     -12.5895     -635.61     647.641
7.58285     -25.2102     399.107     400.004     -32.7882     126.862     1632.48     1637.76
-28.9893     16.5071     -25.9043     42.5109     -69.4868     -44.5309     85.3383     119.041
22.7467     27.9648     -60.66     70.7608     52.8599     -89.5322     -408.549     421.604
-1.17154     -28.0829     -15.2876     32.4964     96.66     10.5288     -301.212     316.576
-26.4078     26.3875     -5.37045     38.5966     -39.9949     -118.881     -0.530838     125.601
7.23288     51.5851     123.497     134.178     75.7475     1.63538     621.152     625.797
-33.3637     -39.6573     -18.58     55.2825     72.1827     -46.8536     30.0842     91.3149
41.874     12.9527     -74.6593     86.7116     40.458     -72.6179     6.85027     83.6979
0.487807     30.6321     21.0583     37.378     104.054     -18.3618     -63.2701     123.246
-18.3386     35.2231     -22.4114     45.8573     -95.8264     -21.9329     -311.55     326.734
-2.0592     -46.1398     21.5337     51.4388     105.131     35.3381     27.7946     114.609
-44.4764     -21.2504     29.3078     57.5611     33.8344     -84.4175     239.399     256.146
31.9688     -21.0335     22.1492     44.8521     -102.486     -48.779     149.347     187.875
15.962     -17.43     -92.7557     95.8219     -124.112     -14.0051     -153.967     198.331
1.24189     -27.206     -10.3861     29.44     -83.8774     103.568     -106.681     170.915
30.3499     2.52245     -249.804     251.692     -58.3748     105.244     -411.743     429.037
-46.7242     -63.047     340.385     349.347     -54.7439     56.3271     444.525     451.456
-29.1287     15.2694     -52.7367     62.2739     41.3392     91.3708     0.793304     101.074
-7.32063     -35.5315     10.1114     38.0941     111.698     43.3535     41.2771     126.939
24.8752     46.3251     -2.21727     52.8707     72.4089     -67.8363     -63.5033     117.939
-20.8576     -24.7886     -84.6144     90.7142     107.742     -25.5542     -198.195     227.108
-11.2532     49.2132     -266.625     271.436     104.993     -15.2199     -414.072     427.514
50.8424     1.10453     -401.555     404.792     -6.77895     98.9671     -1621.42     1624.46
-64.8481     -1.95958     -149.722     163.261     14.3404     -87.877     -359.466     370.387
-21.9197     -54.4215     32.6091     67.3738     -87.9104     50.6742     33.4514     107.006
-20.8909     -25.7611     33.37     47.3192     122.029     -11.2719     44.7742     130.696
29.9729     51.3586     -43.1684     73.6626     72.999     -14.144     43.8347     86.5079
-8.65913     -41.2556     -100.441     108.969     104.982     6.67801     -119.535     159.285
-16.8874     29.1302     -25.8388     42.7867     -69.4305     -27.2623     50.2505     90.1163
-47.8326     32.9611     -56.2301     81.1519     31.8389     55.7161     5.88851     64.6564
-36.7063     25.1937     -1610.76     1611.39     -63.7706     17.9408     -360.64     366.714
-6.10363     71.7712     -159.49     175.128     85.1056     -5.18198     -138.58     162.88
-18.5599     -19.7678     -29.033     39.901     -18.7968     107.703     -366.526     382.539
8.07241     22.9134     -42.7656     49.3308     -81.0671     47.1933     -964.64     969.206
56.4339     19.9878     329.143     334.596     26.1884     -104.114     410.458     424.3
-12.1034     16.8041     -1.82806     21.2634     -55.1216     21.2515     235.777     243.102
-9.87315     -26.8022     -85.7593     90.4827     -70.2495     103.892     -748.127     758.615
-32.7395     22.8395     -22.7829     46.2127     101.905     70.3976     -13.228     124.788
-36.8584     4.38358     2.98582     37.5213     44.86     -119.781     48.1849     136.79
-33.6747     58.5374     168.241     181.56     70.8521     31.7724     128.865     150.593
-45.6358     -11.8916     35.7797     59.4248     -33.7757     -61.9558     -83.3179     109.316
37.9877     22.3748     61.0997     75.5667     -74.6709     77.9028     330.615     347.93
-46.7016     -2.90921     -76.0057     89.4855     -29.0593     63.3827     -477.006     482.136
-48.58     4.03068     766.865     768.463     -33.1198     82.3646     340.287     351.733
3.30615     -46.9534     64.4962     80.0294     -82.1238     -39.8807     534.828     542.604
40.321     -6.98466     530.292     531.886     20.0172     -37.4911     85.1868     95.3134
67.256     -19.1832     -61.9109     93.5699     -30.437     -80.0063     -38.7169     94.2963
53.1778     14.3899     195.239     203     -46.1253     91.4487     395.476     408.577
22.9495     52.295     59.8058     82.9748     -94.9546     26.3101     204.128     226.763
10.6976     -42.1092     51.0638     67.362     -32.8033     -57.6741     531.524     535.679
42.0252     9.05384     134.39     141.197     19.8387     65.4415     10.7569     69.5312
-22.8706     -2.08452     85.638     88.7409     -61.8511     -51.7001     4.9432     81.0647
-8.32648     57.2391     6.72142     58.4775     103.686     -5.91966     -6.26856     104.515
-28.0287     -5.65768     -221.433     223.34     106.144     79.1958     -633.604     647.402
38.1145     -30.4026     9.77073     49.926     -92.6327     -65.563     1.12062     113.838
-35.8649     -20.3075     -123.048     129.876     -61.802     26.1339     0.345605     67.3882
5.93271     -41.1747     27.3261     50.0649     -99.8414     18.665     183.489     209.812
-22.1814     -13.3629     -67.8356     72.75     85.9867     104.993     -446.174     466.411
-22.9086     -10.0989     70.0255     74.5399     117.789     67.7479     315.055     343.483
68.9197     3.63609     -138.802     155.138     -0.69012     88.0813     -362.643     373.232
12.5111     33.8203     -25.2067     44.2125     -105.864     13.2649     43.2233     115.285
30.2838     23.4901     -95.0379     102.594     5.65968     43.4434     -712.235     713.591
20.9868     15.7513     -77.9799     82.4404     -114.918     -74.936     -362.194     387.685
-27.2076     -14.8481     -259.74     261.6     -49.9764     65.7415     -150.223     171.767
-2.68794     31.3895     -66.1508     73.4259     99.6311     -72.1339     -118.456     170.885
-21.6833     -53.8669     484.149     487.663     70.4749     -51.238     230.334     246.345
25.3984     16.0984     -28.047     41.8129     11.0158     78.4383     -598.124     603.378
21.0037     -5.94137     -197.961     199.205     -123.697     29.2397     -515.919     531.394
-19.373     -16.8144     -173.261     175.204     96.0145     91.5367     -829.52     840.085
-20.5653     39.0716     -9.58365     45.3817     113.799     9.02435     -15.9767     115.534
20.9493     43.1398     -170.011     176.717     -120.779     22.2515     -350.124     371.223
21.1743     30.7342     38.5205     53.8161     36.242     24.4993     -48.0254     65.1972
-21.6386     -6.97932     -562.912     563.385     -45.7362     -66.9092     -233.675     247.4
45.5372     -33.5499     58.5197     81.7732     41.0805     89.0972     37.1281     105.214
-22.2827     -30.9508     200.465     204.168     -72.6067     -20.6226     41.99     86.5982
36.0395     -4.36913     -58.7655     69.121     37.2575     -65.1799     24.4141     79.2008
-60.0152     35.233     -6.35007     70.1573     -35.4773     -83.6635     -42.175     100.451
22.2983     -20.1051     -89.5685     94.5561     -72.5102     -75.3627     -37.8094     111.483
21.5084     2.71563     14.5348     26.4211     23.3275     -94.3105     -163.243     190.068
46.438     7.86734     -8.18244     48.4503     -1.16243     -109.726     -100.888     149.19
5.41698     70.1961     253.862     263.515     -81.5963     2.52893     149.567     170.464
-20.1731     12.2729     -113.057     115.574     -2.94631     -120.642     -1232.5     1238.42
33.3397     -14.9354     -37.3434     52.5364     2.31839     -91.1467     -550.017     557.556
33.1587     -31.3429     424.397     426.882     28.4459     -50.0001     66.6651     88.2303
2.95413     30.4492     -76.2797     82.2534     -105.158     -48.3515     -644.397     654.738
-32.9655     9.20496     70.5038     78.5195     74.236     82.7596     74.5492     134.001
-44.3152     -34.8626     -236.707     243.388     -52.1351     47.5111     -71.9758     100.982
26.5813     -29.5718     43.8632     59.3338     70.1187     84.7708     89.7646     142.096
-15.9329     -12.9104     31.5521     37.76     130.792     20.6048     115.952     176.227
-47.6249     -37.6636     -0.641865     61.0207     -33.7561     57.2021     -40.9155     78.1485
-17.2657     -69.2021     -98.4659     121.746     90.9866     -22.3274     -58.0928     110.431
-34.5114     5.57461     69.4423     77.8734     76.8671     99.5432     232.338     264.329
-8.82248     -37.5048     34.1561     51.7305     -44.7841     -51.1598     -89.0086     112.401
-44.5319     -18.524     -14.5623     50.5022     31.6404     -70.057     -93.0549     120.828
27.7534     24.5771     -67.2799     77.2791     -67.313     67.9734     -631.872     639.105
27.941     -21.908     61.2638     70.8664     -11.1068     -75.9147     -11.5289     77.9284
22.96     10.6845     36.0003     44.1591     -99.2681     66.5447     590.08     602.092
-42.9489     18.6947     -45.0626     65.1755     -4.40158     -106.339     -71.3643     128.253
-52.1766     -14.1672     414.971     418.55     -11.2886     59.252     920.77     922.771
-66.3906     -38.5224     -57.5995     96.1449     51.0578     -77.2043     -85.9762     126.735
21.67     39.2012     63.6925     78.0175     57.8895     23.8523     -48.6021     79.4365
24.632     -46.9855     35.0443     63.8046     60.5959     27.1842     178.192     190.214
-38.6078     22.625     -27.6782     52.9367     -58.906     23.2845     108.495     125.77
-44.5633     2.23231     4.90563     45.062     -27.0335     69.05     172.283     187.668
-30.9222     21.3871     -223.46     226.664     -6.08256     75.2435     -57.1641     94.8334
33.7739     11.6403     585.364     586.465     42.7033     12.78     97.4864     107.291
13.9033     -31.1739     12.2367     36.6787     75.6932     60.7251     -98.0664     138.129
-32.155     30.0754     175.084     180.594     -39.677     -107.549     523.57     536.01
-61.5761     -37.4078     -283.911     292.977     55.9467     -68.8365     -449.164     457.874
-38.9976     0.822335     -10.5301     40.8394     -23.5949     -63.2989     114.37     132.913
-78.5208     18.8395     69.5175     106.848     -13.9218     -81.8472     95.9359     127.102
7.75474     58.5327     -24.5339     64.1354     99.0366     -26.2531     -54.6622     116.33
-32.6723     5.16578     54.0717     63.8277     70.2189     100.973     60.9075     137.435
-29.2999     -1.71991     -230.397     232.284     -43.472     -80.2158     -101.73     136.79
14.9824     41.4997     33.9738     55.8316     79.4999     -25.3068     -31.1133     89.215
35.0545     -43.9409     -11.4122     57.6198     72.1497     24.7088     -175.987     191.923
46.0132     13.1321     154.372     161.722     13.6055     -114.29     697.74     707.222
-31.4661     -44.2124     -174.717     183.038     96.3761     -38.7875     -481.981     493.178
29.487     -3.8184     3.93891     31.0255     -46.8915     -100.125     191.515     221.223
-47.1506     -1.46443     -91.303     102.957     7.40997     -88.1478     -28.971     93.5456
-27.3379     -38.7273     -34.915     59.0829     39.8706     -58.9024     49.7281     86.9134
28.8514     -54.1489     -196.427     205.88     -91.644     -31.7906     -460.033     470.201
-5.5231     -48.0354     62.2832     79.1954     -70.705     -9.49674     401.294     407.616
66.5936     3.30023     -43.3051     79.6944     -17.6     86.1263     -78.6627     118.131
-31.5301     -24.5732     -753.08     754.157     -53.18     -12.1145     -126.808     138.141
-4.36962     26.6426     242.576     244.124     -82.5688     -6.8789     149.82     171.311
-23.9905     8.90358     9.23064     27.3573     99.2996     64.4893     149.612     190.882
4.49233     -72.0513     114.556     135.508     80.3751     16.4958     130.346     154.199
-3.34872     -47.7516     5.14922     48.4601     15.4284     -60.8254     218.671     227.564
-14.7127     15.2062     -23.8169     32.2126     12.4778     84.7901     116.384     144.633
-3.51021     21.8084     481.984     482.499     105.754     -16.5909     590.351     599.995
-11.3428     -53.5199     -40.2517     68.1716     -86.5046     30.9424     -186.738     208.185
-45.0175     16.8842     311.947     315.673     55.1378     82.5662     1070.31     1074.93
24.966     28.1214     -57.2536     68.631     65.7097     -64.0951     -295.881     309.877
6.8565     23.0631     -10.4787     26.5586     65.7237     -114.226     45.7453     139.682
-53.0159     16.7435     -129.739     141.255     -18.4549     -105.694     -171.981     202.884
54.1844     -1.33353     -92.5593     107.478     -30.3969     -98.0001     -125.26     162.135
26.8718     -6.59059     676.131     676.713     43.2233     -54.2655     237.311     247.318
-60.1725     -8.05338     22.5589     65.1     21.3605     -88.9119     -25.8563     95.3331
-2.67994     -22.0597     33.1453     40.089     67.6448     102.488     437.117     454.09
30.1689     -28.0122     -119.232     126.23     13.2072     -57.5435     9.8269     60.1323
27.927     -5.82252     -583.155     583.876     -78.7005     81.8444     -1025.04     1031.32
-43.6095     -15.9173     250.088     254.386     17.3352     -82.4684     152.295     174.164
